"Name_submitted","refID_tax","source","link","lifeform","origin","group_renato","obs","uses","UTEndUseLookup","UTEndUseName","international","national","other","subsistence","internal_taxon_id"
"Didymopanax morototoni",NA,"Brazilian Woods database","http://sistemas.florestal.gov.br/madeirasdobrasil","tree","Brazil",NA,NA,"timber",9,NA,"false","true",NA,"false","sp1290"
"Didymopanax morototoni",NA,"Carvalho, P.E.R. (1998). Especies nativas para fins produtivos. Seminário sobre especies não tradicionais. Curitiba.","www.alice.cnptia.embrapa.br/alice/bitstream/doc/307865/1/EspeciesNativas0001.pdf","tree","Brazil",NA,"madeiras promissoras","timber",9,NA,"false","true",NA,"false","sp1290"
"Guazuma ulmifolia",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Shade or shelter: Naturally regenerated trees are left scattered in pastures to provide shade. | Medicine: An infusion of crushed seed soaked in water is used to treat diarrhoea, dysentery, colds, coughs and venereal diseases. It is also used as a diuretic and astringent. | Fibre: The tough, fibrous bark and young stems are used to make rope and twine. | Timber: The wood is used for posts, interior carpentry, light construction, boxes and crates, shoe horns and tool handles. The sapwood is light brown and the heartwood pinkish to brownish. The wood is easy to work, with a specific gravity of 550-570 kg/cubic m. | G. ulmifolia can be used for firewood and charcoal. | The seeds are edible, fresh or cooked. | Fodder: In dry areas throughout its native range, G. ulmifolia is an important source of fodder for livestock, particularly at the end of the dry season when pasture grasses are not available. Immature fruit and leaves are fed to horses and cattle, and fruits are fed to hogs. Farmers feed the leaves and fruit to cattle, usually during the dry season. Crude protein content of young leaves ranges from 16 to 23% and of stems 7 to 8%. In vitro dry matter digestibility for young leaves ranges from 56 to 58% and of stems 31 to 36%. Basal leaves contain 2.4% tannins (dry matter).","fodder",2,NA,"true","false",NA,"true","sp1963"
"Guazuma ulmifolia",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Shade or shelter: Naturally regenerated trees are left scattered in pastures to provide shade. | Medicine: An infusion of crushed seed soaked in water is used to treat diarrhoea, dysentery, colds, coughs and venereal diseases. It is also used as a diuretic and astringent. | Fibre: The tough, fibrous bark and young stems are used to make rope and twine. | Timber: The wood is used for posts, interior carpentry, light construction, boxes and crates, shoe horns and tool handles. The sapwood is light brown and the heartwood pinkish to brownish. The wood is easy to work, with a specific gravity of 550-570 kg/cubic m. | G. ulmifolia can be used for firewood and charcoal. | The seeds are edible, fresh or cooked. | Fodder: In dry areas throughout its native range, G. ulmifolia is an important source of fodder for livestock, particularly at the end of the dry season when pasture grasses are not available. Immature fruit and leaves are fed to horses and cattle, and fruits are fed to hogs. Farmers feed the leaves and fruit to cattle, usually during the dry season. Crude protein content of young leaves ranges from 16 to 23% and of stems 7 to 8%. In vitro dry matter digestibility for young leaves ranges from 56 to 58% and of stems 31 to 36%. Basal leaves contain 2.4% tannins (dry matter).","food",1,NA,"true","false",NA,"true","sp1963"
"Guazuma ulmifolia",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Shade or shelter: Naturally regenerated trees are left scattered in pastures to provide shade. | Medicine: An infusion of crushed seed soaked in water is used to treat diarrhoea, dysentery, colds, coughs and venereal diseases. It is also used as a diuretic and astringent. | Fibre: The tough, fibrous bark and young stems are used to make rope and twine. | Timber: The wood is used for posts, interior carpentry, light construction, boxes and crates, shoe horns and tool handles. The sapwood is light brown and the heartwood pinkish to brownish. The wood is easy to work, with a specific gravity of 550-570 kg/cubic m. | G. ulmifolia can be used for firewood and charcoal. | The seeds are edible, fresh or cooked. | Fodder: In dry areas throughout its native range, G. ulmifolia is an important source of fodder for livestock, particularly at the end of the dry season when pasture grasses are not available. Immature fruit and leaves are fed to horses and cattle, and fruits are fed to hogs. Farmers feed the leaves and fruit to cattle, usually during the dry season. Crude protein content of young leaves ranges from 16 to 23% and of stems 7 to 8%. In vitro dry matter digestibility for young leaves ranges from 56 to 58% and of stems 31 to 36%. Basal leaves contain 2.4% tannins (dry matter).","medicinal",3,NA,"true","false",NA,"true","sp1963"
"Guazuma ulmifolia",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Shade or shelter: Naturally regenerated trees are left scattered in pastures to provide shade. | Medicine: An infusion of crushed seed soaked in water is used to treat diarrhoea, dysentery, colds, coughs and venereal diseases. It is also used as a diuretic and astringent. | Fibre: The tough, fibrous bark and young stems are used to make rope and twine. | Timber: The wood is used for posts, interior carpentry, light construction, boxes and crates, shoe horns and tool handles. The sapwood is light brown and the heartwood pinkish to brownish. The wood is easy to work, with a specific gravity of 550-570 kg/cubic m. | G. ulmifolia can be used for firewood and charcoal. | The seeds are edible, fresh or cooked. | Fodder: In dry areas throughout its native range, G. ulmifolia is an important source of fodder for livestock, particularly at the end of the dry season when pasture grasses are not available. Immature fruit and leaves are fed to horses and cattle, and fruits are fed to hogs. Farmers feed the leaves and fruit to cattle, usually during the dry season. Crude protein content of young leaves ranges from 16 to 23% and of stems 7 to 8%. In vitro dry matter digestibility for young leaves ranges from 56 to 58% and of stems 31 to 36%. Basal leaves contain 2.4% tannins (dry matter).","fibres",8,NA,"true","false",NA,"false","sp1963"
"Guazuma ulmifolia",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Shade or shelter: Naturally regenerated trees are left scattered in pastures to provide shade. | Medicine: An infusion of crushed seed soaked in water is used to treat diarrhoea, dysentery, colds, coughs and venereal diseases. It is also used as a diuretic and astringent. | Fibre: The tough, fibrous bark and young stems are used to make rope and twine. | Timber: The wood is used for posts, interior carpentry, light construction, boxes and crates, shoe horns and tool handles. The sapwood is light brown and the heartwood pinkish to brownish. The wood is easy to work, with a specific gravity of 550-570 kg/cubic m. | G. ulmifolia can be used for firewood and charcoal. | The seeds are edible, fresh or cooked. | Fodder: In dry areas throughout its native range, G. ulmifolia is an important source of fodder for livestock, particularly at the end of the dry season when pasture grasses are not available. Immature fruit and leaves are fed to horses and cattle, and fruits are fed to hogs. Farmers feed the leaves and fruit to cattle, usually during the dry season. Crude protein content of young leaves ranges from 16 to 23% and of stems 7 to 8%. In vitro dry matter digestibility for young leaves ranges from 56 to 58% and of stems 31 to 36%. Basal leaves contain 2.4% tannins (dry matter).","timber",9,NA,"true","false",NA,"false","sp1963"
"Guazuma ulmifolia",NA,"Mark, J., Newton, A.C, Oldfield, S. & Rivers, M. (2014). The International Timber Trade: A Working List of Commercial Timber Tree Species.  Botanic Gardens Conservation International, Richmond, UK. 56p.","https://www.bgci.org/resources/bgci-tools-and-resources/a-working-list-of-commercial-timber-tree-species/","tree",NA,NA,"list provided by GTA. Note: I haven’t updated it for taxonomy so there might be some issues","timber",9,NA,"true","false",NA,"false","sp1963"
"Guazuma ulmifolia",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Shade or shelter: Naturally regenerated trees are left scattered in pastures to provide shade. | Medicine: An infusion of crushed seed soaked in water is used to treat diarrhoea, dysentery, colds, coughs and venereal diseases. It is also used as a diuretic and astringent. | Fibre: The tough, fibrous bark and young stems are used to make rope and twine. | Timber: The wood is used for posts, interior carpentry, light construction, boxes and crates, shoe horns and tool handles. The sapwood is light brown and the heartwood pinkish to brownish. The wood is easy to work, with a specific gravity of 550-570 kg/cubic m. | G. ulmifolia can be used for firewood and charcoal. | The seeds are edible, fresh or cooked. | Fodder: In dry areas throughout its native range, G. ulmifolia is an important source of fodder for livestock, particularly at the end of the dry season when pasture grasses are not available. Immature fruit and leaves are fed to horses and cattle, and fruits are fed to hogs. Farmers feed the leaves and fruit to cattle, usually during the dry season. Crude protein content of young leaves ranges from 16 to 23% and of stems 7 to 8%. In vitro dry matter digestibility for young leaves ranges from 56 to 58% and of stems 31 to 36%. Basal leaves contain 2.4% tannins (dry matter).","fuel",7,NA,"true","false",NA,"false","sp1963"
"Hevea brasiliensis",NA,"Mark, J., Newton, A.C, Oldfield, S. & Rivers, M. (2014). The International Timber Trade: A Working List of Commercial Timber Tree Species.  Botanic Gardens Conservation International, Richmond, UK. 56p.","https://www.bgci.org/resources/bgci-tools-and-resources/a-working-list-of-commercial-timber-tree-species/","tree",NA,NA,"list provided by GTA. Note: I haven’t updated it for taxonomy so there might be some issues","timber",9,NA,"true","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"wikipedia","https://en.wikipedia.org/wiki/Hevea_brasiliensis","tree","south_american","cultivated",NA,"timber",9,NA,"false","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","fodder",2,NA,"true","false",NA,"true","sp2044"
"Hevea brasiliensis",NA,"wikipedia","https://en.wikipedia.org/wiki/Hevea_brasiliensis","tree","south_american","cultivated",NA,"rubber_latex",5,NA,"false","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","fuel",7,NA,"true","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","food",1,NA,"true","false",NA,"true","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","lipids",1,NA,"true","false",NA,"true","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","rubber_latex",5,NA,"true","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","poison",4,NA,"true","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","timber",9,NA,"true","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: Kernel oil is effective against houseflies and lice. | Fibre: Offcuts and other rubberwood residues have been used successfully in Malaysia for the production of particle board, wood-cement board, and medium-density fibreboard. | Latex or rubber: Latex, the source of hevea or para rubber, is obtained by tapping the trunks of the trees. The latex coagulates with the aid of acetic acid, formic acid and alum. Cured rubber is used for all types of rubber products. | Timber: Heartwood pale cream, often with a pink tinge when fresh, darkening on exposure to pale straw-coloured or pale brown, not clearly demarcated from the sapwood. Grain straight to shallowly interlocked. Texture moderately coarse but even; sawn rubberwood often shows black stripes with the inclusion of bark material, the result of poor tapping practices with damaged or removed cambium; in freshly sawn wood there is a characteristic and distinct smell of latex. The importance of the timber from the rubber plantations is now fully recognized, and in Southeast Asia it is planted solely for timber production. Most of the timber is used to manufacture furniture. Other uses include interior finish, moulding, e.g. for wall panelling, picture frames, drawer guides, cabinet and other handles, parquet flooring, many household utensils, blockboard cores, pallets, crates, coffins, veneer, and glue-laminated timber, e.g. for staircases and door and window components. Since the timber is only moderately durable when exposed to the elements, it should not be used for exterior purposes. | Lipids: Seeds are the source of para rubber seed oil. Boiling removes the poison and releases the oil, which can be used for illumination. Kernels (50-60% of the seed) contain semi-drying pale yellow oil used in soap making, paints and varnishes. | Rubberwood was formerly regarded as a byproduct of the rubber plantations and used for the production of charcoal or as fuelwood, for brick making, tobacco drying and rubber drying. | Although poisonous, seeds of rubber can be eaten as a famine food after processing, which involves prolonged soaking or boiling to remove the cyanic poisons. Some of the denser wild stands of rubber in the Amazon are said to be due to artificial enrichment by indigenous peoples to increase food supply. Seeds contain 40-50% oil, which dries well and is suitable for use as food and for technical purposes. | Fodder: Seeds are sometimes eaten off the ground by cattle. Press cake or extracted meal can be cautiously used as feed for stock.","fibres",8,NA,"true","false",NA,"false","sp2044"
"Hevea brasiliensis",NA,"Sistema Nacional de Informações Florestais","http://snif.florestal.gov.br/pt-br/especies-florestais","tree","Brazil",NA,"Especies madeireiras de interesse comercial: lista com algumas das especies madeireiras mais comercializadas no Brasil, elaborada pela Equipe de Anatomia do Laboratório de Produtos Florestais do Serviço Florestal Brasileiro,  em 2010.","timber",9,NA,"false","true",NA,"false","sp2044"
"Butia catarinensis",NA,"Coradin, L; Siminski, A.; Reis, A. (eds.) 2011. Espécies nativas da flora brasileira de valor econômico atual ou potencial: plantas para o futuro – Região Sul. – Brasília: MMA. 934p.",NA,"palm","Brazil",NA,"fibre","fibres",8,NA,"false","true",NA,"false","sp464"
"Butia catarinensis",NA,"Coradin, L; Siminski, A.; Reis, A. (eds.) 2011. Espécies nativas da flora brasileira de valor econômico atual ou potencial: plantas para o futuro – Região Sul. – Brasília: MMA. 934p.",NA,"palm","Brazil",NA,"food","food",1,NA,"false","true",NA,"true","sp464"
"Geonoma gamiova",NA,"Coradin, L; Siminski, A.; Reis, A. (eds.) 2011. Espécies nativas da flora brasileira de valor econômico atual ou potencial: plantas para o futuro – Região Sul. – Brasília: MMA. 934p.",NA,"shrub","Brazil",NA,"fibre","fibres",8,NA,"false","true",NA,"false","sp1905"
"Attalea funifera",NA,"Coradin,L; Camillo,J.; Pareyn, F.G.C. (eds.) 2018. Espécies nativas da flora brasileira de valor econômico atual ou potencial: plantas para o futuro : região Nordeste. Ministério do Meio Ambiente, Brasília, DF. 1311 p.",NA,"palm","Brazil",NA,"fibre","fibres",8,NA,"false","true",NA,"false","sp289"
