"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome","str.match","GL","DBH","p.est","p.ci","N","dbh.crit","p"
"sp2879","Moquiniastrum velutinum","Asteraceae","Moquiniastrum","Moquiniastrum velutinum","species","Arbusto","Terrícola","Campo Limpo|Cerrado (lato sensu)",2879,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.726666666666667,"pioneer",0.000389772727272727,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp2880","Morithamnus ganophyllus","Asteraceae","Morithamnus","Morithamnus ganophyllus","species","Arbusto","Rupícola|Terrícola","Campo rupestre",2880,"native","shrub","Woody tree (Tree)",12.85,"large_shrub",0.530140647804348,"unknown",NA,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2881","Mouriri apiranga","Melastomataceae","Mouriri","Mouriri apiranga","species","Arbusto|Árvore","Terrícola","Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Savana Amazônica",2881,"native","tree","Woody tree (Tree)",11,"small_tree",0.8335625,"unknown",0.526660286738351,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2882","Mouriri arborea","Melastomataceae","Mouriri","Mouriri arborea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2882,"native","tree","Woody tree (Tree)",15.6,"large_tree",0.8335625,"climax",0.526660286738351,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",NA,NA,NA
"sp2883","Mouriri arenicola","Melastomataceae","Mouriri","Mouriri arenicola","species","Arbusto","Terrícola","Restinga",2883,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.8335625,"unknown",0.526660286738351,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2884","Mouriri bahiensis","Melastomataceae","Mouriri","Mouriri bahiensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2884,"native","tree","Woody tree (Tree)",20,"large_tree",0.79,"unknown",0.526660286738351,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",3,NA,NA
"sp2885","Mouriri chamissoana","Melastomataceae","Mouriri","Mouriri chamissoana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2885,"native","tree","Woody tree (Tree)",25,"large_tree",0.8335625,"climax",0.526660286738351,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",17,20,0.529411764705882
"sp2886","Mouriri doriana","Melastomataceae","Mouriri","Mouriri doriana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2886,"native","tree","Woody tree (Tree)",9,"small_tree",0.8335625,"late_secondary",0.526660286738351,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp2887","Mouriri glazioviana","Melastomataceae","Mouriri","Mouriri glazioviana","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",2887,"native","tree","Woody tree (Tree)",20.6,"large_tree",0.886666666666667,"pioneer",0.277777777777778,"zoochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp2888","Mouriri guianensis","Melastomataceae","Mouriri","Mouriri guianensis","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Decidual|Restinga|Savana Amazônica",2888,"native","tree","Woody tree (Tree)",12.4,"small_tree",0.88,"early_secondary",0.161290322580645,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2889","Mouriri myrtilloides","Melastomataceae","Mouriri","Mouriri myrtilloides","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme|Floresta Estacional Semidecidual",2889,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.8335625,"unknown",0.0859,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2890","Mouriri pusa","Melastomataceae","Mouriri","Mouriri pusa","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Decidual|Restinga|Savana Amazônica",2890,"native","tree","Woody tree (Tree)",10.833333335,"small_tree",0.6,"early_secondary",0.208333333333333,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2891","Mouriri regeliana","Melastomataceae","Mouriri","Mouriri regeliana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2891,"native","tree","Woody tree (Tree)",16.6,"large_tree",0.8335625,"unknown",0.526660286738351,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",9,NA,NA
"sp2892","Mouriri sagotiana","Melastomataceae","Mouriri","Mouriri sagotiana","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica",2892,"native","tree","Woody tree (Tree)",15,"large_tree",0.9,"unknown",0.526660286738351,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2893","Muellera campestris","Fabaceae","Muellera","Muellera campestris","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",2893,"native","tree","Woody tree (Tree)",23.3225,"large_tree",0.695,"early_secondary",0.373333333333333,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",1,12.5,1
"sp2894","Muellera fernandesii","Fabaceae","Muellera","Muellera fernandesii","species","Árvore","Terrícola",NA,2894,"native","tree","Woody tree (Tree)",10,"small_tree",0.669,"unknown",0.373333333333333,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2895","Muellera filipes","Fabaceae","Muellera","Muellera filipes","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2895,"native","tree","Woody tree (Tree or shrub)",13.8,"small_tree",0.669,"unknown",0.373333333333333,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2896","Muellera graciliflora","Fabaceae","Muellera","Muellera graciliflora","species","Árvore","Terrícola","Floresta Ombrófila Mista",2896,"native","tree","Woody tree (Tree)",15,"large_tree",0.669,"unknown",0.373333333333333,NA,"unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2897","Muellera grazielae","Fabaceae","Muellera","Muellera grazielae","species","Árvore","Terrícola",NA,2897,"native","tree","Woody tree (Tree)",14.3,"small_tree",0.669,"early_secondary",0.373333333333333,"anemochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2898","Muellera longiunguiculata","Fabaceae","Muellera","Muellera longiunguiculata","species","Árvore","Terrícola",NA,2898,"native","tree","Woody tree (Shrub or treelet)",5,"small_tree",0.669,"unknown",0.373333333333333,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2899","Muellera montana","Fabaceae","Muellera","Muellera montana","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual",2899,"native","tree","Woody tree (Tree)",11.58,"small_tree",0.669,"unknown",0.373333333333333,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2900","Muellera obtusa","Fabaceae","Muellera","Muellera obtusa","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Campo rupestre",2900,"native","tree","Woody tree (Shrub or treelet)",3.5,"large_shrub",0.669,"unknown",0.373333333333333,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2901","Muellera torrensis","Fabaceae","Muellera","Muellera torrensis","species","Árvore","Terrícola",NA,2901,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.669,"unknown",0.373333333333333,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2902","Muellera virgilioides","Fabaceae","Muellera","Muellera virgilioides","species","Árvore","Terrícola",NA,2902,"native","tree","Woody tree (Tree)",8.117,"small_tree",0.617,"unknown",0.373333333333333,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2903","Myrceugenia acutata","Myrtaceae","Myrceugenia","Myrceugenia acutata","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2903,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2904","Myrceugenia acutiflora","Myrtaceae","Myrceugenia","Myrceugenia acutiflora","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2904,"native","tree","Woody tree (Tree)",13.8,"small_tree",0.693416666666667,"climax",0.105058900888585,"zoochoric","climax_small_tree",65,10,0.2385,"0.1356-0.3415",NA,NA,NA
"sp2905","Myrceugenia alpigena","Myrtaceae","Myrceugenia","Myrceugenia alpigena","species","Árvore","Terrícola","Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2905,"native","tree","Woody tree (Tree)",20,"large_tree",0.693416666666667,"early_secondary",0.105058900888585,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp2906","Myrceugenia bocaiuvensis","Myrtaceae","Myrceugenia","Myrceugenia bocaiuvensis","species","Árvore","Terrícola","Floresta Ombrófila Mista",2906,"native","tree","Woody tree (Tree or shrub)",4,"large_shrub",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2907","Myrceugenia bracteosa","Myrtaceae","Myrceugenia","Myrceugenia bracteosa","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2907,"native","tree","Woody tree (Tree)",14.12,"small_tree",0.693416666666667,"late_secondary",0.105058900888585,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp2908","Myrceugenia brevipedicellata","Myrtaceae","Myrceugenia","Myrceugenia brevipedicellata","species","Árvore","Terrícola","Campo rupestre|Floresta Ombrófila Mista",2908,"native","tree","Woody tree (Tree or shrub)",4.8,"large_shrub",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2909","Myrceugenia campestris","Myrtaceae","Myrceugenia","Myrceugenia campestris","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2909,"native","tree","Woody tree (Tree or shrub)",12.8,"small_tree",0.693416666666667,"late_secondary",0.105058900888585,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",31,9,0.032258064516129
"sp2910","Myrceugenia cucullata","Myrtaceae","Myrceugenia","Myrceugenia cucullata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2910,"native","tree","Woody tree (Tree)",13.15,"small_tree",0.693416666666667,"climax",0.105058900888585,"zoochoric","climax_small_tree",65,10,0.2385,"0.1356-0.3415",NA,NA,NA
"sp2911","Myrceugenia decussata","Myrtaceae","Myrceugenia","Myrceugenia decussata","species","Árvore","Terrícola","Floresta Ombrófila Mista",2911,"native","tree","Woody tree (Tree or shrub)",4,"large_shrub",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2912","Myrceugenia euosma","Myrtaceae","Myrceugenia","Myrceugenia euosma","species","Árvore","Terrícola","Campo de Altitude|Campo Limpo|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2912,"native","tree","Woody tree (Tree)",13.25,"small_tree",0.68175,"early_secondary",0.227272727272727,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2913","Myrceugenia foveolata","Myrtaceae","Myrceugenia","Myrceugenia foveolata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2913,"native","tree","Woody tree (Tree or shrub)",3.9,"large_shrub",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2914","Myrceugenia franciscensis","Myrtaceae","Myrceugenia","Myrceugenia franciscensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2914,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp2915","Myrceugenia gertii","Myrtaceae","Myrceugenia","Myrceugenia gertii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2915,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2916","Myrceugenia glaucescens","Myrtaceae","Myrceugenia","Myrceugenia glaucescens","species","Árvore","Terrícola","Campo Limpo|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2916,"native","tree","Woody tree (Tree)",17.3,"large_tree",0.85,"late_secondary",0.105058900888585,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",82,15,0.304878048780488
"sp2917","Myrceugenia hamoniana","Myrtaceae","Myrceugenia","Myrceugenia hamoniana","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",2917,"native","shrub","Woody tree (Tree)",6.8,"small_tree",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2918","Myrceugenia hatschbachii","Myrtaceae","Myrceugenia","Myrceugenia hatschbachii","species","Árvore","Terrícola","Floresta Ombrófila Mista",2918,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp2919","Myrceugenia hoehnei","Myrtaceae","Myrceugenia","Myrceugenia hoehnei","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila Mista",2919,"native","tree","Woody tree (Tree or shrub)",8,"small_tree",0.693416666666667,"late_secondary",0.105058900888585,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp2920","Myrceugenia kleinii","Myrtaceae","Myrceugenia","Myrceugenia kleinii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2920,"native","tree","Woody tree (Tree)",18,"large_tree",0.693416666666667,"climax",0.105058900888585,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",53,20,0.150943396226415
"sp2921","Myrceugenia mesomischa","Myrtaceae","Myrceugenia","Myrceugenia mesomischa","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila Mista",2921,"native","tree","Woody tree (Tree or shrub)",9.4,"small_tree",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2922","Myrceugenia miersiana","Myrtaceae","Myrceugenia","Myrceugenia miersiana","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2922,"native","tree","Woody tree (Tree)",14.6,"small_tree",0.65,"late_secondary",0.0526315789473684,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",2,9,0
"sp2923","Myrceugenia myrcioides","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",2923,"native","tree","Woody tree (Tree)",13.9,"small_tree",0.693416666666667,"late_secondary",0.1,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",205,9,0.351219512195122
"sp2924","Myrceugenia myrtoides","Myrtaceae","Myrceugenia","Myrceugenia myrtoides","species","Árvore","Terrícola","Campo Limpo|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",2924,"native","tree","Woody tree (Shrub or treelet)",3.95,"large_shrub",0.693416666666667,"late_secondary",0.105058900888585,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2925","Myrceugenia ovalifolia","Myrtaceae","Myrceugenia","Myrceugenia ovalifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2925,"native","tree","Woody tree (Tree)",21.5,"large_tree",0.543,"unknown",0.105058900888585,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2926","Myrceugenia ovata","Myrtaceae","Myrceugenia","Myrceugenia ovata","species","Arbusto|Árvore","Terrícola",NA,2926,"native","tree","Woody tree (Tree or shrub)",15.2,"large_tree",0.693416666666667,"early_secondary",0.0078,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp2927","Myrceugenia oxysepala","Myrtaceae","Myrceugenia","Myrceugenia oxysepala","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2927,"native","tree","Woody tree (Tree)",20.4,"large_tree",0.693416666666667,"climax",0.105058900888585,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",NA,NA,NA
"sp2928","Myrceugenia pilotantha","Myrtaceae","Myrceugenia","Myrceugenia pilotantha","species","Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2928,"native","tree","Woody tree (Tree)",12.4,"small_tree",0.693416666666667,"early_secondary",0.105058900888585,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",25,8,0.64
"sp2929","Myrceugenia regnelliana","Myrtaceae","Myrceugenia","Myrceugenia regnelliana","species","Arbusto","Terrícola","Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2929,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.693416666666667,"climax",0.105058900888585,"zoochoric","climax_large_shrub",35,5,1,"0.90-1.025",NA,NA,NA
"sp2930","Myrceugenia reitzii","Myrtaceae","Myrceugenia","Myrceugenia reitzii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2930,"native","tree","Woody tree (Tree)",15.6,"large_tree",0.693416666666667,"late_secondary",0.3,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",NA,NA,NA
"sp2931","Myrceugenia rufescens","Myrtaceae","Myrceugenia","Myrceugenia rufescens","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2931,"native","tree","Woody tree (Tree)",5,"small_tree",0.693416666666667,"early_secondary",0.105058900888585,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2932","Myrceugenia scutellata","Myrtaceae","Myrceugenia","Myrceugenia scutellata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2932,"native","tree","Woody tree (Tree)",18,"large_tree",0.693416666666667,"unknown",0.105058900888585,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2933","Myrceugenia seriatoramosa","Myrtaceae","Myrceugenia","Myrceugenia seriatoramosa","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2933,"native","tree","Woody tree (Tree)",13.484,"small_tree",0.754,"early_secondary",0.105058900888585,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",11,8,0.909090909090909
"sp2934","Myrceugenia venosa","Myrtaceae","Myrceugenia","Myrceugenia venosa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2934,"native","tree","Woody tree (Tree)",12.2,"small_tree",0.693416666666667,"climax",0.105058900888585,"zoochoric","climax_small_tree",65,10,0.2385,"0.1356-0.3415",NA,NA,NA
"sp2935","Myrcia abrantea","Myrtaceae","Myrcia","Myrcia abrantea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2935,"native","tree","Woody tree (Tree)",15,"large_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2936","Myrcia aethusa","Myrtaceae","Myrcia","Myrcia aethusa","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2936,"native","tree","Woody tree (Tree)",18.4,"large_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",74,15,0.0675675675675676
"sp2937","Myrcia albotomentosa","Myrtaceae","Myrcia","Myrcia albotomentosa","species","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)",2937,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2938","Myrcia amazonica","Myrtaceae","Myrcia","Myrcia amazonica","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2938,"native","tree","Woody tree (Tree)",20,"large_tree",0.757,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",149,15,0.0134228187919463
"sp2939","Myrcia amplexicaulis","Myrtaceae","Myrcia","Myrcia amplexicaulis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2939,"native","tree","Woody tree (Tree)",17.4,"large_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",2,NA,NA
"sp2940","Myrcia anacardiifolia","Myrtaceae","Myrcia","Myrcia anacardiifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2940,"native","tree","Woody tree (Tree)",12,"small_tree",0.73565,"early_secondary",0.3,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",163,8,0.533742331288344
"sp2941","Myrcia anceps","Myrtaceae","Myrcia","Myrcia anceps","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2941,"native","tree","Woody tree (Tree)",13.6,"small_tree",0.732252024942029,"early_secondary",0.319029778861655,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2942","Myrcia anomala","Myrtaceae","Myrcia","Myrcia anomala","species","Arbusto|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)",2942,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2943","Myrcia aurea","Myrtaceae","Myrcia","Myrcia aurea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2943,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2944","Myrcia basicordata","Myrtaceae","Myrcia","Myrcia basicordata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2944,"native","tree","Woody tree (Tree)",12,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2945","Myrcia bella","Myrtaceae","Myrcia","Myrcia bella","species","Arbusto|Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)",2945,"native","shrub","Woody tree (Shrub or treelet)",9.6,"large_shrub",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2946","Myrcia bergiana","Myrtaceae","Myrcia","Myrcia bergiana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2946,"native","tree","Woody tree (Tree)",15.5,"large_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",6,15,0.333333333333333
"sp2947","Myrcia bicarinata","Myrtaceae","Myrcia","Myrcia bicarinata","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2947,"native","tree","Woody tree (Tree)",15.6,"large_tree",0.732252024942029,"climax",0.319029778861655,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",NA,NA,NA
"sp2948","Myrcia bicolor","Myrtaceae","Myrcia","Myrcia bicolor","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2948,"native","tree","Woody tree (Tree)",13.8,"small_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",24,9,0.375
"sp2949","Myrcia blanchetiana","Myrtaceae","Myrcia","Myrcia blanchetiana","species","Árvore","Terrícola","Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual",2949,"native","tree","Woody tree (Tree)",8,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2950","Myrcia bracteata","Myrtaceae","Myrcia","Myrcia bracteata","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme",2950,"native","tree","Woody tree (Tree)",7.7,"small_tree",0.732252024942029,"early_secondary",0.319029778861655,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2951","Myrcia brasiliensis","Myrtaceae","Myrcia","Myrcia brasiliensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2951,"native","tree","Woody tree (Tree)",24.4,"large_tree",0.5562768345,"late_secondary",0.04401111,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",177,15,0.418079096045198
"sp2952","Myrcia brunnea","Myrtaceae","Myrcia","Myrcia brunnea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2952,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
