"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
"2.1","Savanna - Dry","","Resident","Suitable","sp2056"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2057"
"2.1","Savanna - Dry","","Resident","Suitable","sp2057"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2057"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2058"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2059"
"2.1","Savanna - Dry","","Resident","Suitable","sp2059"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2060"
"2.1","Savanna - Dry","","Resident","Suitable","sp2060"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2061"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2061"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2062"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2063"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2064"
"2.1","Savanna - Dry","","Resident","Suitable","sp2064"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2064"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2065"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2066"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2067"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2068"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2068"
"2.1","Savanna - Dry","","Resident","Suitable","sp2068"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2069"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2070"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2070"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2071"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2071"
"2.1","Savanna - Dry","","Resident","Suitable","sp2071"
"2.1","Savanna - Dry","","Resident","Suitable","sp2072"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2072"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2073"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2074"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2074"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2075"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2076"
"1.5","Forest – Subtropical/tropical dry","Yes","Resident","Suitable","sp2077"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2078"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2079"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2080"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2081"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2082"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2083"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2084"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2085"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2086"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2087"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2087"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2088"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2089"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2090"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2091"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2092"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2092"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2093"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2093"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2094"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2094"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2095"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2096"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2097"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2098"
"2.1","Savanna - Dry","","Resident","Suitable","sp2098"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2099"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2100"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2101"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2101"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2102"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2103"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2104"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2105"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2106"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2107"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2108"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2109"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2110"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2110"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2111"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2112"
"2.1","Savanna - Dry","","Resident","Suitable","sp2112"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2113"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2114"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2115"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2116"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2117"
"2.1","Savanna - Dry","","Resident","Suitable","sp2117"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2117"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2117"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2118"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2119"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2119"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2120"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2121"
"2.1","Savanna - Dry","","Resident","Suitable","sp2121"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2121"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2122"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2122"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2123"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2124"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2125"
"2.1","Savanna - Dry","","Resident","Suitable","sp2125"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2126"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2126"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2127"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2127"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2128"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2129"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2129"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp2129"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2130"
"5.3","Wetlands (inland) – Shrub dominated wetlands","No","Resident","Marginal","sp2130"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2131"
"2.1","Savanna - Dry","","Resident","Suitable","sp2131"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2132"
"2.1","Savanna - Dry","","Resident","Suitable","sp2132"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2133"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2134"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2135"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2135"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2135"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2136"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2136"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2137"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2138"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2139"
"2.1","Savanna - Dry","","Resident","Suitable","sp2139"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp2139"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2140"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2140"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp2141"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2142"
"2.1","Savanna - Dry","","Resident","Suitable","sp2142"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp2143"
"2.1","Savanna - Dry","","Resident","Suitable","sp2144"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2144"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2145"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2146"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2147"
"2.1","Savanna - Dry","","Resident","Suitable","sp2147"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2147"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2147"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2147"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2148"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2149"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2149"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2150"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2151"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2151"
"2.1","Savanna - Dry","","Resident","Suitable","sp2152"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2152"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2153"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2153"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2154"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2155"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2155"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2156"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2156"
"2.1","Savanna - Dry","","Resident","Suitable","sp2156"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2157"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2158"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2158"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2158"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2159"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2160"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2161"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2162"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2162"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2163"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2163"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2163"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2163"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2164"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2165"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2166"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2166"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2167"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2168"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2169"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2169"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2170"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2171"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2172"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2172"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2173"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2174"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2174"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2174"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2174"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2175"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2175"
"2.1","Savanna - Dry","","Resident","Suitable","sp2175"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2175"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2176"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2177"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2178"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2178"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2179"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2180"
"2.1","Savanna - Dry","","Resident","Suitable","sp2180"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2180"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2181"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2181"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2181"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2181"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2182"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2182"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2183"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2183"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2184"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2185"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2185"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2186"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2186"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2187"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2188"
"2.1","Savanna - Dry","","Resident","Suitable","sp2188"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2188"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2189"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2189"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2190"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2190"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2190"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2191"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2192"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2192"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2192"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2193"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2194"
"2.1","Savanna - Dry","","Resident","Suitable","sp2194"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2195"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2196"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2196"
"2.1","Savanna - Dry","","Resident","Suitable","sp2196"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2196"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2197"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2198"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2199"
"2.1","Savanna - Dry","","Resident","Suitable","sp2199"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2200"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2200"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2201"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2201"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2202"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2203"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2204"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2205"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2205"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2205"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2206"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2206"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2207"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2207"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2207"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2208"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2208"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2209"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2209"
"2.1","Savanna - Dry","","Resident","Suitable","sp2209"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2209"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2209"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2210"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2210"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2211"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2211"
"2.1","Savanna - Dry","","Resident","Suitable","sp2211"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2211"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2212"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2212"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2213"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2214"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2215"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2216"
"2.1","Savanna - Dry","","Resident","Suitable","sp2216"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2216"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2217"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2218"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2218"
"2.1","Savanna - Dry","","Resident","Suitable","sp2218"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2218"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2218"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2219"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2219"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2219"
"2.1","Savanna - Dry","","Resident","Suitable","sp2219"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2220"
"2.1","Savanna - Dry","","Resident","Suitable","sp2220"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2220"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2220"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2221"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2221"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2222"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2223"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2224"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2225"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2226"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2227"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2228"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2229"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2230"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2231"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2232"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2233"
"2.1","Savanna - Dry","","Resident","Suitable","sp2233"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2234"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2235"
"2.1","Savanna - Dry","","Resident","Suitable","sp2235"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2236"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2237"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2238"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2239"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2240"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2241"
"2.1","Savanna - Dry","","Resident","Suitable","sp2242"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2242"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2243"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2243"
"2.1","Savanna - Dry","","Resident","Suitable","sp2243"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2243"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2244"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2244"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2245"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2245"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2246"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2246"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2247"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2247"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2248"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2249"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2250"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2251"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2251"
"2.1","Savanna - Dry","","Resident","Suitable","sp2251"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2251"
"2.1","Savanna - Dry","","Resident","Suitable","sp2252"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2252"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2253"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2254"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2255"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2256"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2256"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2257"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2257"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2257"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2257"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2258"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2259"
"2.1","Savanna - Dry","","Resident","Suitable","sp2259"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2259"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2259"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2260"
"2.1","Savanna - Dry","","Resident","Suitable","sp2260"
"2.1","Savanna - Dry","","Resident","Suitable","sp2261"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2261"
"2.1","Savanna - Dry","","Resident","Suitable","sp2262"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2262"
"2.1","Savanna - Dry","","Resident","Suitable","sp2263"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2263"
