familia,nome cient­fico,autor,categoria,crit?rio,avaliador,revisor,justificativa,data da avaliacao,link,bioma
GESNERIACEAE,Sinningia harleyi,Wiehler & Chautems,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"Sinningia harleyi ? endˆmica da Chapada Diamantina, no Estado da Bahia, restrita ? regi’o de Rio de Contas, Pico das Almas. Apresenta EOO de 1.021,61 kmì, e estÿ sujeita a menos de cinco situa?„es de amea?a, considerando sua presen?a ou n’o em unidades de conserva‡Æo (SNUC). Assim, foi avaliada como ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20harleyi,Cerrado|Caatinga
GESNERIACEAE,Sinningia hatschbachii,Chautems,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"Sinningia hatschbachii apresenta AOO de 28 kmì, e estÿ sujeita a tr?s situa?„es de amea?a. Ocorre na Serra do Mar, no Estado do Paranÿ, e na divisa com S’o Paulo e Santa Catarina. O hÿbitat de Floresta Ombr½fila Densa de terras baixas de Mata AtlŸntica, especialmente na Serra do Mar, tem sofrido intensa degrada‡Æo, o que afeta diretamente a dinŸmica de suas subpopula?„es. Assim, foi avaliada como ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20hatschbachii,AtlanticForest
GESNERIACEAE,Sinningia hirsuta,(Lindl.) G.Nicholson,EN,B2ab(iii),Eduardo Pinheiro Fernandez,Tainan Messina,"A esp‚cie ocorre no Estado do Rio de Janeiro, com AOO de 16 kmì, em quatro munic¡pios. Segundo informa?„es, s’o subpopula?„es pequenas e isoladas, em hÿbitat sob press’o antr½pica, as quatro subpopula?„es est’o sujeitas a pelo menos uma situa‡Æo de amea?a. As refer?ncias de coleta s’o muito antigas, 1865, 1945, 1952 e apenas uma em 2000, sugerindo uma raridade natural desta planta, o que a torna ainda mais vulnerÿvel. Identifica-se a necessidade de estudos mais aprofundados sobre a biologia e ecologia da esp‚cie, para uma categoriza‡Æo mais condizente com seu estado de conserva‡Æo.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20hirsuta,AtlanticForest
GESNERIACEAE,Sinningia iarae,Chautems,EN,B1ab(iii),Eduardo Pinheiro Fernandez,Tainan Messina,"A esp‚cie ocorre no litoral do Estado de S’o Paulo, com EOO de 537,10 kmì e estando sujeita a tr?s situa?„es de amea?a. Pela restrita extens’o de ocorr?ncia e pela perda de Mata AtlŸntica de encosta litorŸnea, foi categorizada como ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20iarae,AtlanticForest
GESNERIACEAE,Sinningia insularis,(Hoehne) Chautems,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre no litoral do Estado de S’o Paulo, com EOO de 554,04 kmì. Estÿ sujeita a duas situa?„es de amea?a. Pela restrita extens’o de ocorr?ncia e pela perda de Mata AtlŸntica de encosta litorŸnea, foi categorizada como ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20insularis,AtlanticForest
GESNERIACEAE,Sinningia kautskyi,Chautems,VU,D2,Maria Marta V. de Moraes,Tainan Messina,"Segundo a descri‡Æo do especialista, S. kautskyi ? conhecida apenas por duas coletas e estÿ sujeita a uma situa‡Æo de amea?a. Al?m disso, a esp‚cie tamb‚m apresenta restrita AOO (8 kmì). Foi considerada ""Vulnerÿvel"" (VU) podendo estar enquadrada em uma categoria mais restritiva em um futuro pr½ximo se a?„es para sua conserva‡Æo n’o forem tomadas.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20kautskyi,AtlanticForest
GESNERIACEAE,Sinningia lindleyi,Schauer,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre apenas no Estado do Rio de Janeiro, com EOO de 2.741,40 kmì. Estÿ sujeita a quatro situa?„es de amea?a. Embora as ocorr?ncias sejam em unidades de conserva‡Æo (SNUC), a amea?a de coleta predat½ria em conjunto com a degrada‡Æo do hÿbitat da esp‚cie leva a considerÿ-la ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20lindleyi,AtlanticForest
GESNERIACEAE,Sinningia lineata,(Hjelmq.) Chautems,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ? restrita ? bacia hidrogrÿfica do Rio Pelotas, entre os Estados de Santa Catarina e Rio Grande do Sul. Com EOO de 1.813, 70 kmì, e estando sujeita a tr?s situa?„es de amea?a, ? encontrada em pared„es de pedra œmidos, em ÿrea sob influ?ncia de hidrel?trica. Embora em cultivo no banco de germoplasma da Embrapa, foi considerada ""Em perigo"" (EN), por apresentar restrita EOO e pela amea?a causada pelas hidrel?tricas.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20lineata,AtlanticForest
GESNERIACEAE,Sinningia macropoda,(Sprague) H.E.Moore,LC,,Maria Marta V. de Moraes,Tainan Messina,"Com EOO de 684.733,1 kmì, ocorre nasregi„es Sudeste e Sul, em Cerrado e Mata AtlŸntica, e tamb‚m no Paraguai. esp‚ciebastante freqente, segundo o especialista.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20macropoda,AtlanticForest|Cerrado
GESNERIACEAE,Sinningia magnifica,(Otto & A.Dietr.) Wiehler,LC,,Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie tem distribui‡Æo nosEstados de Minas Gerais, Esp¡rito Santo, Rio de Janeiro e S’o Paulo, nos habitats de Cerrado e Mata AtlŸntica, acima de1.000 m, numa EOO de 179.905 kmì. tamb‚m ? encontrada em cerca de 10 unidades de conserva‡Æo (SNUC).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20magnifica,AtlanticForest|Cerrado
GESNERIACEAE,Sinningia micans,(Fritsch) Chautems,EN,B2ab(iii),Eduardo Pinheiro Fernandez,Tainan Messina,"A esp‚cie ? rara, com ocorr?ncias no Estado de S’o Paulo e, possivelmente, na regi’o de Itatiaia no Estado do Rio de Janeiro. Hÿ coletas da d?cada de 40, mas s½ recentemente foi recoletada no munic¡pio de Peru¡be, S’o Paulo. Pelos registros de herbÿrio, a esp‚cie estÿ sujeita a tr?s situa?„es de amea?a, com AOO de 16 kmì. A press’o antr½pica causada principalmente pela urbaniza‡Æo e perda de Mata AtlŸntica ? a principal amea?a a sua sobreviv?ncia na natureza. Foi considerada ""Em perigo"" (EN). Recomendamos estudos mais detalhados sobre a biologia e ecologia da esp‚cie.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20micans,AtlanticForest
GESNERIACEAE,Sinningia piresiana,(Hoehne) Chautems,EN,B1ab(iii),Eduardo Pinheiro Fernandez,Tainan Messina,"Segundo informa?„es, a esp‚cie s½ ocorre em uma determinada regi’o do Estado de S’o Paulo, com EOO de 1.584,70 kmì, estando sujeita a duas situa?„es de amea?a de acordo com registros de herbÿrio. Apesar de cultivada ex situ e estar presente no Parque Estadual Furnas de Bom Jesus, as subpopula?„es da esp‚cie est’o sujeitas a forte press’o antr½pica causada pela urbaniza‡Æo e pelo crescimento das cidades. Desta forma, a esp‚cie foi considerada ""Em perigo"" (EN). Recomendamos estudos sobre distribui‡Æo e posterior revis’o da categoria indicada.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20piresiana,AtlanticForest
GESNERIACEAE,Sinningia rupicola,(Mart.) Wiehler,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ? restrita ? regi’o do quadrilÿtero ferr¡fero, no Estado de Minas Gerais. Tem EOO de 1.423,75 kmì e estÿ sujeita a cinco situa?„es de amea?a. Ocorre na Mata AtlŸntica e nos Campos Rupestres, sobre Canga onde, segundo informa?„es, ? relativamente frequente, por?m com baixa capacidade de germina‡Æo. A intensa atividade mineradora em sua ÿrea de ocorr?ncia e a expans’o urbana s’o grandes amea?as ? sobreviv?ncia da esp‚cie na natureza. Dessa forma, foi considerada ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20rupicola,AtlanticForest|Cerrado
GESNERIACEAE,Sinningia sceptrum,(Mart.) Wiehler,LC,,Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre nos Estados daBahia, Minas Gerais, Esp¡rito Santo e Rio de Janeiro, com uma EOO de 324.969,3 kmì, inclusive em unidades de conserva‡Æo (SNUC).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20sceptrum,Cerrado|AtlanticForest
GESNERIACEAE,Sinningia speciosa,(Lodd.) Hiern,NT,,Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre nos Estados deEsp¡rito Santo, Minas Gerais, Rio de Janeiro e S’o Paulo com EOO de 103.916,2 kmì. Embora os registros de coleta indiquem cerca de 15 locais de ocorr?ncia, alguns destes locais, s’o ÿreas bastanteimpactadas, como a Regi’o dos Lagos e o cost’o da Av. Niemeyer no Rio de Janeiro. Al?m da amea?ade destrui‡Æo do habitat, a esp‚cie ? muito apreciada e difundida entre oscultivadores, hÿ muito tempo. Por estar pr½xima ao limiar de vulnerabilidade,recomendamos estudos populacionais e sobre a atual distribui‡Æo da esp‚cie,para uma revis’o da categoria indicada.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20speciosa,AtlanticForest
GESNERIACEAE,Sinningia striata,(Fritsch) Chautems,VU,D2,Maria Marta V. de Moraes,Tainan Messina,"Segundo informa?„es, a esp‚cie ? endˆmica e restrita ?s serras ao redor do munic¡pio de Po?os de Caldas, Minas Gerais. Pela ocorr?ncia restrita (AOO=8 kmì), e por estar sujeita a menos de cinco situa?„es de ame?a, foi enquadrada na categoria ""Vulnerÿvel"" (VU). Sugere-se mais estudos sobre distribui‡Æo e dinŸmica populacional.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20striata,AtlanticForest
GESNERIACEAE,Sinningia tuberosa,(Mart.) H.E.Moore,VU,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre nos Estados de Minas Gerais e Rio de Janeiro, com EOO de 8.836,08 kmì, estando sujeita a menos de 10 situa?„es de amea?a. Segundo informa?„es, ? frequente nas ÿreas de ocorr?ncia, que s’o as Serras do Espinha?o e Ibitipoca. No Rio de Janeiro, a œnica coleta registrada foi realizada na serra do munic¡pio de Petr½polis, em 1952. Pela dimens’o da EOO e o baixo nœmero de localidades, mesmo estando presente em unidades de conserva‡Æo (SNUC), a esp‚cie foi categorizada como ""Vulnerÿvel"" (VU).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20tuberosa,AtlanticForest|Cerrado
GESNERIACEAE,Sinningia valsuganensis,Chautems,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ? endˆmica do Estado do Esp¡rito Santo, com EOO de 3.322,10 kmì, estando sujeita a menos de cinco situa?„es de amea?a. esp‚cie de dif¡cil cultivo, foi considerada ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20valsuganensis,AtlanticForest
GESNERIACEAE,Sinningia villosa,Lindl.,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"Segundo informa?„es, a esp‚cie tem distribui‡Æo disjunta, no sul do Estado da Bahia e sudeste dos Estados de Minas Gerais e Esp¡rito Santo, em hÿbitats em franca deteriora‡Æo. Com AOO de 60 kmì e sujeita a menos de cinco situa?„es de amea?a, S. villosa foi considerada ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20villosa,AtlanticForest
GESNERIACEAE,Sinningia warmingii,(Hiern) Chautems,LC,,Maria Marta V. de Moraes,Tainan Messina,"esp‚cie de ampla distribui‡Æo noBrasil e na Am?rica do Sul, com EOO de 1.116.405,8 kmì.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sinningia%20warmingii,AtlanticForest|Cerrado
GESNERIACEAE,Sphaerorrhiza burchellii,(S.M.Phillips) Roalson & Boggan,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ? conhecida por tr?s subpopula?„es isoladas no Estado de Tocantins, com EOO menor que 5.000 kmì e sujeita a menos de cinco situa?„es de amea?a. A regi’o de Cerrado enfrenta o impacto do ecoturismo, fogo e pastagem. Al?m disso, a por‡Æo oeste do Estado de Tocantins ? altamente afetada pela monocultura de soja. Sugerimos mais estudos sobre a esp‚cie e a revis’o da categoriza‡Æo.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sphaerorrhiza%20burchellii,Cerrado
GESNERIACEAE,Sphaerorrhiza sarmentiana,(Gardner ex Hook.) Roalson & Boggan,LC,,Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie tem ampla distribui‡Æonas regi„es Norte, Nordeste, Centro-oeste e Sudeste, com EOO de 1.447.860,5 kmì.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Sphaerorrhiza%20sarmentiana,Amazonia|Caatinga|Cerrado
GESNERIACEAE,Vanhouttea bradeana,Hoehne,DD,,Eduardo Pinheiro Fernandez,Tainan Messina,"A esp‚ciefoi coletada em dois locais no Estado do Rio de Janeiro, com EOO de 156,2 kmì. Os locais emsitua‡Æo de amea?a, Santa Maria Madalena e Frade de Maca?, s’o bastantealterados pelas atividades de agricultura e pecuÿria, e pelo fogo, queacompanha essas duas atividades. O especialista na fam¡lia, em comunica‡Æo pessoal, questiona avalidade da categoriza‡Æo por se tratar provavelmente de um h¡brido natural de Vanhouttea calcarata x Vanhouttea gardneri. Sugerimos mais estudos sobre aesp‚cie para se estabelecer sua real identidade e assim poder estabelecer uma categoria de amea?a adequada a este enigmÿtico tÿxon.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Vanhouttea%20bradeana,AtlanticForest
GESNERIACEAE,Vanhouttea calcarata,Lem.,LC,,Maria Marta V. de Moraes,Tainan Messina,"Com EOO de73663,6 kmì, a esp‚cie ? freqente nos Campos de Altitude dos Estados do Esp¡rito Santo, Minas Gerais eRio de Janeiro.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Vanhouttea%20calcarata,AtlanticForest
GESNERIACEAE,Vanhouttea fruticulosa,(Glaz. ex Hoehne) Chautems,DD,,Eduardo Pinheiro Fernandez,Tainan Messina,"A esp‚cieocorre apenas na Serra de Maca? de Cima, Munic¡pio de Nova Friburgo, Rio de Janeiro. Pelosregistros de Herbÿrio, das 10 coletas, nove s’o do mesmo local, sobre as pedrasdo leito, na cabeceira do Rio das Flores, uma ÿrea bastante restrita. A outracoleta, na margem do Rio Maca?, fica na mesma regi’o de Maca? de Cima.Sugerimos a revis’o da EOO de 298,3 kmì, pois talvez a refer?ncia geogrÿficatenha sido tirada do Munic¡pio de Maca? e n’o o de Nova Friburgo. Embora sejadito que o local ? uma Reserva Biol½gica, tal unidade de conserva‡Æo (SNUC) n’o ? regulamentada e a regi’on’o tem a prote‡Æo legal atribu¡da, e persistem as amea?as de especula‡Æoimobiliÿria, ecoturismo, coleta, agricultura de subsist?ncia e pastagem. Os dados dispon¡veis para a esp‚cie n’o possibilitam uma avalia‡Æo consistente.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Vanhouttea%20fruticulosa,AtlanticForest
GESNERIACEAE,Vanhouttea lanata,Fritsch,EN,B1ab(iii)+2ab(iii),Eduardo Pinheiro Fernandez,Tainan Messina,"A esp‚cie ? restrita a tr?s munic¡pios no Estado do Rio de Janeiro, tem EOO de 315,18 kmì e AOO de 20 kmì. As subpopula?„es s’o pequenas e isoladas, e est’o sujeitas a menos de cinco situa?„es de amea?a, nas quais hÿbitat sofre forte press’o antr½pica. Por esses motivos, a esp‚cie foi considerada ""Em perigo"" (EN).",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Vanhouttea%20lanata,AtlanticForest
GESNERIACEAE,Vanhouttea leonii,Chautems,EN,B1 ab (iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre nos Estados de Minas Gerais e Esp¡rito Santo, com EOO de 503,18 kmì e sujeita a duas situa?„es de amea?a.  encontrada em pequenas subpopula?„es no Parque Estadual da Serra do Brigadeiro e no Parque Nacional do Capara½, em Campos de Altitude, entre 1.500 e 2.200 m. Embora presente em unidades de conserva‡Æo (SNUC), pela escassa ÿrea de ocorr?ncia, pelo isolamento e pela fragilidade do hÿbitat, a esp‚cie foi considerada ""Em perigo"" (EN). Sugerem-se estudos mais detalhados sobre as subpopula?„es e uma poss¡vel mudan?a de categoria.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Vanhouttea%20leonii,AtlanticForest
GESNERIACEAE,Vanhouttea pendula,Chautems,EN,B1ab(iii),Maria Marta V. de Moraes,Tainan Messina,"A esp‚cie ocorre nos Estados de Minas Gerais e Esp¡rito Santo, estÿ sujeita a duas situa?„es de amea?a e tem EOO de 1.404,81 kmì.  encontrada no Parque Estadual da Serra do Brigadeiro e no Parque Nacional do Capara½, em altitudes entre 1.000 e 1.800 m. Embora presente em unidades de conserva‡Æo (SNUC), pela escassa ocorr?ncia, pelo isolamento, e pela fragilidade do hÿbitat, foi considerada ""Em perigo"" (EN). Sugerimos estudos mais detalhados sobre as subpopula?„es e uma poss¡vel mudan?a de categoria.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Vanhouttea%20pendula,AtlanticForest
GOODENIACEAE,Scaevola plumieri,(L.) Vahl,LC,,Tainan Messina,Tainan Messina,A esp‚cie ? amplamente distribu¡da e ocorre em unidade de conserva‡Æo (SNUC).,11/12/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Scaevola%20plumieri,AtlanticForest
GRISELINIACEAE,Griselinia ruscifolia,(Clos) Taub.,NT,,Eduardo Pinheiro Fernandez,Tainan Messina,"Griselinia ruscifolia n’o ?  endˆmica do Brasil. A esp‚cie ocorre aqui amplamente distribu¡da na Mata AtlŸntica, desde o Estado do Espirito Santo at? o Rio Grande do Sul.  uma esp‚cie parasita, registrada em Florestas Ombr½filas Densas e Mistas em diferentes estÿgios sucessionais. Mesmo ocorrendo em unidades de conserva‡Æo (SNUC) ao longo de quase toda sua distribui‡Æo e sendo frequentemente coletada em campanhas empreendidas a ÿreas protegidas, G. ruscifolia ? restrita a forma?„es florestais do dom¡nio fitogeogrÿfico Mata AtlŸntica, que conforme estimativas recentes, resguarda menos de 7% de sua cobertura florestal original. Por esses motivos, a esp‚cie foi considerada ""Quase Amea?ada"" (NT) em rela‡Æo ao seu risco de extin‡Æo, jÿ que seu habitat estÿ sofrendo historicamente uma severa redu‡Æo.",08/10/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Griselinia%20ruscifolia,AtlanticForest
GUNNERACEAE,Gunnera herteri,Osten,EN,B1ab(iii),Tainan Messina,Tainan Messina,"A esp‚cie ocorre em Restingas dos Estados de Santa Catarina e Rio Grande do Sul. Tem EOO de 3.833,04 kmì e estÿ sujeita a menos de cinco situa?„es de amea?a. Sua regi’o de ocorr?ncia tem sido transformada em ÿreas de pastejo, campos para agricultura e atividades de silvicultura. A esp‚cie foi considerada ""Em perigo"" (EN).",11/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Gunnera%20herteri,AtlanticForest
GUNNERACEAE,Gunnera manicata,Linden,NT,,Tainan Messina,Tainan Messina,"A esp‚cie ? endˆmica dos Campos de Altitude do Paranÿ, Santa Catarina e Rio Grande do Sul. Essas regi„es est’o muito suscet¡veis a amea?as como agricultura, introdu‡Æo de esp‚cies ex½ticas e pastagem. Portanto, recomenda-se estudos populacionais a fim de verificar o estado das subpopula?„es da esp‚cie, que pode vir a ser categorizada como amea?ada em futuro pr½ximo.",11/12/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Gunnera%20manicata,AtlanticForest
HALORAGACEAE,Laurembergia tetrandra,(Schott) Kanitz,LC,,Daniel Maurenza de Oliveira,Tainan Messina,"L. tetrandra ? uma herbÿcea com ocorr?ncia em forma?„es aquÿticas e restingas da Mata AtlŸntica e Cerrado. Possui EOO superior a 20.000 kmì, sendo categorizada sem risco de extin‡Æo.",9/13/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Laurembergia%20tetrandra,Cerrado|AtlanticForest
HEDWIGIACEAE,Braunia plicata,(Mitt.) A.Jaeger,VU,"B1ab(i,ii,iii)",Tainan Messina,Miguel d'Avila de Moraes,"N’o ? endˆmica do Brasil, por?m, no pa¡s, ? restrita aos Campos de Altitude, ?s Florestas Ombr½filas Mistas, vivendo normalmente sobre afloramentos rochosos e em Florestas Estacionais Deciduais. A esp‚cie apresenta EOO de 6.144,55 kmì e estÿ sujeita a menos de cinco situa?„es de amea?a. As fitofisionomias em que ocorre no Estado do Rio Grande do Sul s’o alvo de intensa degrada‡Æo resultante da expans’o de atividades agropastoris, introdu‡Æo de esp‚cies ex½ticas e queimadas. Foi considerada ""Vulnerÿvel"" (VU).",8/30/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Braunia%20plicata,AtlanticForest
HEDWIGIACEAE,Braunia subincana,Broth.,LC,,Tainan Messina,Miguel d'Avila de Moraes,A esp‚cie n’o ? endˆmica do Brasil e no pa¡s apresenta ampla distribui‡Æo.,8/30/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Braunia%20subincana,AtlanticForest
HELICONIACEAE,Heliconia angusta,Vell.,LC,,Maria Marta V. de Moraes,Miguel d'Avila de Moraes,"A esp‚cie ocorre nos Estados deMinas Gerais, Bahia, Esp¡rito Santo, Rio de Janeiro e S’o Paulo com EOO de 784.382,2 kmì. Estÿ presente em diversas unidades de conserva‡Æo (SNUC), apresentando grandes e extensas subpopula?„es.",10/21/2011,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Heliconia%20angusta,AtlanticForest
HELICONIACEAE,Heliconia episcopalis,Vell.,LC,,Maria Marta V. de Moraes,,"A esp‚cie tem ampla distribui‡Æoocorrendo em seis pa¡ses da Am?rica do Sul, al?m do Brasil. Ocupa diferentesambientes em pelo menos 11 Estados Brasileiros.",10/21/2011,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Heliconia%20episcopalis,Amazonia|Caatinga|AtlanticForest
HELICONIACEAE,Heliconia farinosa,Raddi,LC,,Maria Marta V. de Moraes,Miguel d'Avila de Moraes,"A esp‚cie ocorre do Esp¡rito Santo ao Rio Grande do Sul, comEOO de 189.397,5 kmì. Estÿ presente em diversas unidades de conserva‡Æo (SNUC).",10/21/2011,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Heliconia%20farinosa,AtlanticForest
HELICONIACEAE,Heliconia richardiana,Miq.,LC,,Maria Marta V. de Moraes,,"A esp‚cie tem ampla distribui‡Æo,em pa¡ses da Am?rica do Sul e Brasil,  ocorrendonos biomas Mata AtlŸntica e Amaz?nia.",10/21/2011,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Heliconia%20richardiana,Amazonia|AtlanticForest
HUMIRIACEAE,Humiriastrum spiritu-sancti,Cuatrec.,CR,"A2cd,B1ab(i,ii,iii)",Daniel Maurenza de Oliveira,Tainan Messina,"Humiriastrum spiritu-sancti ? uma ÿrvore de grande porte, endˆmica do Estado do Esp¡rito Santo, com ocorr?ncia nas Florestas ‚midas do munic¡pio de Santa Teresa. Tem EOO de 41,30 kmì, sendo categorizada como ""Criticamente em perigo"" (CR). Na regi’o em que ocorre, as atividades de lavoura e pastagem s’o intensas e caracterizam uma situa‡Æo de amea?a a toda a popula‡Æo conhecida. As amea?as identificadas reduziram as florestas de Santa Teresa a 20% da cobertura original de Mata AtlŸntica, o que causa o cont¡nuo decl¡nio da extens’o de ocorr?ncia, ÿrea de ocupa‡Æo e qualidade do hÿbitat. Considerando que H. spiritu-sancti ? uma ÿrvore de grande porte com at? 30 m de altura, cresce em forma?„es florestais œmidas e tem potencial uso madeireiro, ? poss¡vel inferir que o tempo de gera‡Æo seja de cerca de 40 anos. Assim, sup„e-se que a esp‚cie tenha sofrido o corte raso de indiv¡duos maduros que reduziram pelo menos 50% do tamanho populacional no passado em um per¡odo de tr?s gera?„es.",08/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Humiriastrum%20spiritu-sancti,AtlanticForest
HYDROCHARITACEAE,Najas conferta,(A.Braun) A.Braun,LC,,Eduardo Pinheiro Fernandez,Tainan Messina,"Najas conferta ? uma erva aquÿtica anual, n’o endˆmica do Brasil. Ocorre amplamente distribu¡da em ambientes aquÿticos (bordas de rios e lagoas) associados aos dom¡nios fitogeogrÿficos Caatinga, Cerrado, Mata AtlŸntica, Pampa (Campos Sulinos) e Pantanal. Apresenta grandes densidades populacionais, em ÿreas que possuem significativos remanescentes de habitat para sua ocorr?ncia, como extensas regi„es ainda intocadas, como no Pantanal, por exemplo. Por esses motivos, a esp‚cie foi considerada ""Menos Preocupante"" (LC) neste momento, apesar de ter sido considerada ""Vulnerÿvel"" (VU) no Estado do Rio Grande do Sul. Entende-se que a manuten‡Æo da qualidade dos recursos h¡dricos e das caracter¡sticas hidrodinŸmicas locais sejam fundamentais para a prote‡Æo deste tÿxon.",08/08/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Najas%20conferta,Caatinga|Cerrado|AtlanticForest|Pampa (Campos Sulinos)|Pantanal
HYDROCHARITACEAE,Najas guadalupensis,(Spreng.) Magnus,LC,,Eduardo Pinheiro Fernandez,Tainan Messina,"Najas guadalupensis, apesar de n’o estar muito bem representada em herbÿrios brasileiros e com poucas coletas realizadas em territ½rio nacional, apresenta uma distribui‡Æo ampla nos neotr½picos, em ambientes associados a cursos d'ÿgua. Ocorre em quatro grandes dom¡nios fitogeogrÿficos brasileiros (Amaz?nia, Caatinga, Pampa (Campos Sulinos) e Pantanal), em rios, riachos, lagos e lagoas, perenes ou n’o. Por esse motivos, foi considerada ""Menos Preocupante"" (LC) quanto ao seu risco de extin‡Æo.",08/08/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Najas%20guadalupensis,Amazonia|Caatinga|Pampa (Campos Sulinos)|Pantanal
HYDROCHARITACEAE,Najas marina,L.,LC,,Eduardo Pinheiro Fernandez,Tainan Messina,"Najas marina n’o ? endˆmica do Brasil, ocorrendo em cursos d'ÿgua, lagos e lagoas nos neotr½picos, forma extensos bancos de macr½fitas, nos Estados do  Piau¡, Cearÿ, Para¡ba, Pernambuco, S’o Paulo e Rio de Janeiro. Os registros indicam sua presen?a nos dom¡nios fitogeogrÿficos Cerrado e Mata AtlŸntica, Bove (com. pess.) afirma que N. marina ? uma esp‚cie bastante resistente, ocorrendo em ÿguas alcalinas, ÿcidas, salobras e hipersalinas. Al?m disso, a especialista afirma ser esta uma planta robusta, com propaga‡Æo vegetativa abundante por parti‡Æo da planta-m’e, formando assim, grandes adensamentos populacionais. Por sua ampla distribui‡Æo, capacidade de resistir a diferentes composi?„es qu¡micas dos ambientes aquÿticos em que ocorre e grandes e robustas subpopula?„es, a esp‚cie foi considerada ""Menos Preocupante"" (LC) em rela‡Æo ao seu risco de extin‡Æo.",08/08/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Najas%20marina,Cerrado|AtlanticForest
