"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
2.1,NA,NA,"resident","Suitable","sp2924"
NA,NA,NA,"resident","Suitable","sp2925"
NA,NA,NA,"resident","Suitable","sp2925"
1.6,NA,NA,"resident","Suitable","sp2926"
NA,NA,NA,"resident","Suitable","sp2927"
NA,NA,NA,"resident","Suitable","sp2927"
2.1,NA,NA,"resident","Suitable","sp2928"
4.7,NA,NA,"resident","Suitable","sp2928"
NA,NA,NA,"resident","Suitable","sp2928"
NA,NA,NA,"resident","Suitable","sp2928"
1.6,NA,NA,"resident","Suitable","sp2929"
4.7,NA,NA,"resident","Suitable","sp2929"
NA,NA,NA,"resident","Suitable","sp2929"
NA,NA,NA,"resident","Suitable","sp2929"
1.6,NA,NA,"resident","Suitable","sp2930"
NA,NA,NA,"resident","Suitable","sp2931"
NA,NA,NA,"resident","Suitable","sp2931"
NA,NA,NA,"resident","Suitable","sp2932"
NA,NA,NA,"resident","Suitable","sp2932"
4.7,NA,NA,"resident","Suitable","sp2933"
NA,NA,NA,"resident","Suitable","sp2933"
NA,NA,NA,"resident","Suitable","sp2933"
NA,NA,NA,"resident","Suitable","sp2934"
NA,NA,NA,"resident","Suitable","sp2934"
1.6,NA,NA,"resident","Suitable","sp2935"
1.5,NA,NA,"resident","Suitable","sp2936"
1.6,NA,NA,"resident","Suitable","sp2936"
NA,NA,NA,"resident","Suitable","sp2936"
2.1,NA,NA,"resident","Suitable","sp2937"
4.7,NA,NA,"resident","Suitable","sp2937"
1.6,NA,NA,"resident","Suitable","sp2938"
2.1,NA,NA,"resident","Suitable","sp2938"
NA,NA,NA,"resident","Suitable","sp2938"
1.6,NA,NA,"resident","Suitable","sp2939"
3.5,NA,NA,"resident","Suitable","sp2940"
NA,NA,NA,"resident","Suitable","sp2940"
1.6,NA,NA,"resident","Suitable","sp2941"
NA,NA,NA,"resident","Suitable","sp2941"
2.1,NA,NA,"resident","Suitable","sp2942"
4.7,NA,NA,"resident","Suitable","sp2942"
1.6,NA,NA,"resident","Suitable","sp2943"
1.6,NA,NA,"resident","Suitable","sp2944"
2.1,NA,NA,"resident","Suitable","sp2945"
4.7,NA,NA,"resident","Suitable","sp2945"
3.5,NA,NA,"resident","Suitable","sp2946"
NA,NA,NA,"resident","Suitable","sp2946"
1.6,NA,NA,"resident","Suitable","sp2947"
NA,NA,NA,"resident","Suitable","sp2947"
1.6,NA,NA,"resident","Suitable","sp2948"
1.6,NA,NA,"resident","Suitable","sp2949"
2.1,NA,NA,"resident","Suitable","sp2949"
4.7,NA,NA,"resident","Suitable","sp2949"
1.6,NA,NA,"resident","Suitable","sp2950"
3.5,NA,NA,"resident","Suitable","sp2951"
NA,NA,NA,"resident","Suitable","sp2951"
1.6,NA,NA,"resident","Suitable","sp2952"
2.1,NA,NA,"resident","Suitable","sp2953"
4.7,NA,NA,"resident","Suitable","sp2953"
1.6,NA,NA,"resident","Suitable","sp2954"
1.6,NA,NA,"resident","Suitable","sp2955"
1.6,NA,NA,"resident","Suitable","sp2956"
1.6,NA,NA,"resident","Suitable","sp2957"
3.5,NA,NA,"resident","Suitable","sp2957"
1.6,NA,NA,"resident","Suitable","sp2958"
1.6,NA,NA,"resident","Suitable","sp2959"
1.6,NA,NA,"resident","Suitable","sp2960"
1.6,NA,NA,"resident","Suitable","sp2961"
1.6,NA,NA,"resident","Suitable","sp2962"
2.1,NA,NA,"resident","Suitable","sp2962"
3.5,NA,NA,"resident","Suitable","sp2962"
1.6,NA,NA,"resident","Suitable","sp2963"
2.1,NA,NA,"resident","Suitable","sp2963"
NA,NA,NA,"resident","Suitable","sp2963"
1.6,NA,NA,"resident","Suitable","sp2964"
1.6,NA,NA,"resident","Suitable","sp2965"
3.5,NA,NA,"resident","Suitable","sp2966"
NA,NA,NA,"resident","Suitable","sp2966"
NA,NA,NA,"resident","Suitable","sp2966"
1.6,NA,NA,"resident","Suitable","sp2967"
1.6,NA,NA,"resident","Suitable","sp2968"
3.5,NA,NA,"resident","Suitable","sp2969"
NA,NA,NA,"resident","Suitable","sp2969"
1.6,NA,NA,"resident","Suitable","sp2970"
1.6,NA,NA,"resident","Suitable","sp2971"
3.5,NA,NA,"resident","Suitable","sp2972"
NA,NA,NA,"resident","Suitable","sp2972"
1.6,NA,NA,"resident","Suitable","sp2973"
1.6,NA,NA,"resident","Suitable","sp2974"
3.5,NA,NA,"resident","Suitable","sp2975"
NA,NA,NA,"resident","Suitable","sp2975"
1.6,NA,NA,"resident","Suitable","sp2976"
2.1,NA,NA,"resident","Suitable","sp2976"
3.5,NA,NA,"resident","Suitable","sp2976"
4.7,NA,NA,"resident","Suitable","sp2976"
NA,NA,NA,"resident","Suitable","sp2976"
1.6,NA,NA,"resident","Suitable","sp2977"
3.5,NA,NA,"resident","Suitable","sp2978"
NA,NA,NA,"resident","Suitable","sp2978"
1.6,NA,NA,"resident","Suitable","sp2979"
1.6,NA,NA,"resident","Suitable","sp2980"
NA,NA,NA,"resident","Suitable","sp2980"
2.1,NA,NA,"resident","Suitable","sp2981"
4.7,NA,NA,"resident","Suitable","sp2981"
NA,NA,NA,"resident","Suitable","sp2981"
2.1,NA,NA,"resident","Suitable","sp2982"
3.5,NA,NA,"resident","Suitable","sp2982"
4.7,NA,NA,"resident","Suitable","sp2982"
NA,NA,NA,"resident","Suitable","sp2982"
1.6,NA,NA,"resident","Suitable","sp2983"
3.5,NA,NA,"resident","Suitable","sp2984"
NA,NA,NA,"resident","Suitable","sp2984"
3.5,NA,NA,"resident","Suitable","sp2985"
NA,NA,NA,"resident","Suitable","sp2985"
1.6,NA,NA,"resident","Suitable","sp2986"
3.5,NA,NA,"resident","Suitable","sp2987"
NA,NA,NA,"resident","Suitable","sp2987"
2.1,NA,NA,"resident","Suitable","sp2988"
NA,NA,NA,"resident","Suitable","sp2988"
1.6,NA,NA,"resident","Suitable","sp2989"
1.5,NA,NA,"resident","Suitable","sp2990"
1.6,NA,NA,"resident","Suitable","sp2990"
2.1,NA,NA,"resident","Suitable","sp2990"
4.7,NA,NA,"resident","Suitable","sp2990"
1.6,NA,NA,"resident","Suitable","sp2991"
NA,NA,NA,"resident","Suitable","sp2991"
1.6,NA,NA,"resident","Suitable","sp2992"
3.5,NA,NA,"resident","Suitable","sp2993"
NA,NA,NA,"resident","Suitable","sp2993"
1.6,NA,NA,"resident","Suitable","sp2994"
1.6,NA,NA,"resident","Suitable","sp2995"
1.6,NA,NA,"resident","Suitable","sp2996"
1.6,NA,NA,"resident","Suitable","sp2997"
1.6,NA,NA,"resident","Suitable","sp2998"
1.6,NA,NA,"resident","Suitable","sp2999"
3.5,NA,NA,"resident","Suitable","sp3000"
NA,NA,NA,"resident","Suitable","sp3000"
1.6,NA,NA,"resident","Suitable","sp3001"
2.1,NA,NA,"resident","Suitable","sp3002"
NA,NA,NA,"resident","Suitable","sp3002"
1.6,NA,NA,"resident","Suitable","sp3003"
1.6,NA,NA,"resident","Suitable","sp3004"
3.5,NA,NA,"resident","Suitable","sp3005"
NA,NA,NA,"resident","Suitable","sp3005"
1.5,NA,NA,"resident","Suitable","sp3006"
1.6,NA,NA,"resident","Suitable","sp3006"
2.1,NA,NA,"resident","Suitable","sp3006"
3.5,NA,NA,"resident","Suitable","sp3006"
4.7,NA,NA,"resident","Suitable","sp3006"
NA,NA,NA,"resident","Suitable","sp3006"
NA,NA,NA,"resident","Suitable","sp3006"
1.6,NA,NA,"resident","Suitable","sp3007"
2.1,NA,NA,"resident","Suitable","sp3007"
4.7,NA,NA,"resident","Suitable","sp3007"
NA,NA,NA,"resident","Suitable","sp3007"
NA,NA,NA,"resident","Suitable","sp3007"
NA,NA,NA,"resident","Suitable","sp3007"
1.6,NA,NA,"resident","Suitable","sp3008"
NA,NA,NA,"resident","Suitable","sp3008"
NA,NA,NA,"resident","Suitable","sp3008"
4.7,NA,NA,"resident","Suitable","sp3009"
NA,NA,NA,"resident","Suitable","sp3009"
NA,NA,NA,"resident","Suitable","sp3009"
1.6,NA,NA,"resident","Suitable","sp3010"
3.5,NA,NA,"resident","Suitable","sp3011"
NA,NA,NA,"resident","Suitable","sp3011"
3.5,NA,NA,"resident","Suitable","sp3012"
NA,NA,NA,"resident","Suitable","sp3012"
3.5,NA,NA,"resident","Suitable","sp3013"
4.7,NA,NA,"resident","Suitable","sp3013"
NA,NA,NA,"resident","Suitable","sp3013"
1.6,NA,NA,"resident","Suitable","sp3014"
3.5,NA,NA,"resident","Suitable","sp3014"
NA,NA,NA,"resident","Suitable","sp3014"
1.6,NA,NA,"resident","Suitable","sp3015"
1.6,NA,NA,"resident","Suitable","sp3016"
3.5,NA,NA,"resident","Suitable","sp3017"
NA,NA,NA,"resident","Suitable","sp3017"
3.5,NA,NA,"resident","Suitable","sp3018"
NA,NA,NA,"resident","Suitable","sp3018"
1.6,NA,NA,"resident","Suitable","sp3019"
3.5,NA,NA,"resident","Suitable","sp3020"
NA,NA,NA,"resident","Suitable","sp3020"
1.6,NA,NA,"resident","Suitable","sp3021"
2.1,NA,NA,"resident","Suitable","sp3022"
4.7,NA,NA,"resident","Suitable","sp3022"
1.6,NA,NA,"resident","Suitable","sp3023"
1.6,NA,NA,"resident","Suitable","sp3024"
NA,NA,NA,"resident","Suitable","sp3024"
NA,NA,NA,"resident","Suitable","sp3024"
1.6,NA,NA,"resident","Suitable","sp3025"
4.7,NA,NA,"resident","Suitable","sp3025"
NA,NA,NA,"resident","Suitable","sp3025"
2.1,NA,NA,"resident","Suitable","sp3026"
4.7,NA,NA,"resident","Suitable","sp3026"
3.5,NA,NA,"resident","Suitable","sp3027"
1.6,NA,NA,"resident","Suitable","sp3028"
3.5,NA,NA,"resident","Suitable","sp3029"
NA,NA,NA,"resident","Suitable","sp3029"
1.5,NA,NA,"resident","Suitable","sp3030"
1.6,NA,NA,"resident","Suitable","sp3030"
2.1,NA,NA,"resident","Suitable","sp3030"
3.5,NA,NA,"resident","Suitable","sp3030"
4.7,NA,NA,"resident","Suitable","sp3030"
NA,NA,NA,"resident","Suitable","sp3030"
4.7,NA,NA,"resident","Suitable","sp3031"
2.1,NA,NA,"resident","Suitable","sp3032"
4.7,NA,NA,"resident","Suitable","sp3032"
3.5,NA,NA,"resident","Suitable","sp3033"
NA,NA,NA,"resident","Suitable","sp3033"
1.6,NA,NA,"resident","Suitable","sp3034"
3.5,NA,NA,"resident","Suitable","sp3035"
NA,NA,NA,"resident","Suitable","sp3035"
3.5,NA,NA,"resident","Suitable","sp3036"
NA,NA,NA,"resident","Suitable","sp3036"
1.6,NA,NA,"resident","Suitable","sp3037"
1.6,NA,NA,"resident","Suitable","sp3038"
1.6,NA,NA,"resident","Suitable","sp3039"
1.6,NA,NA,"resident","Suitable","sp3040"
1.6,NA,NA,"resident","Suitable","sp3041"
2.1,NA,NA,"resident","Suitable","sp3042"
4.7,NA,NA,"resident","Suitable","sp3042"
1.6,NA,NA,"resident","Suitable","sp3043"
1.6,NA,NA,"resident","Suitable","sp3044"
4.7,NA,NA,"resident","Suitable","sp3044"
NA,NA,NA,"resident","Suitable","sp3044"
1.6,NA,NA,"resident","Suitable","sp3045"
1.6,NA,NA,"resident","Suitable","sp3046"
2.1,NA,NA,"resident","Suitable","sp3046"
4.7,NA,NA,"resident","Suitable","sp3046"
NA,NA,NA,"resident","Suitable","sp3046"
NA,NA,NA,"resident","Suitable","sp3046"
NA,NA,NA,"resident","Suitable","sp3046"
1.6,NA,NA,"resident","Suitable","sp3047"
2.1,NA,NA,"resident","Suitable","sp3047"
3.5,NA,NA,"resident","Suitable","sp3047"
4.7,NA,NA,"resident","Suitable","sp3047"
NA,NA,NA,"resident","Suitable","sp3047"
1.6,NA,NA,"resident","Suitable","sp3048"
2.1,NA,NA,"resident","Suitable","sp3048"
3.5,NA,NA,"resident","Suitable","sp3048"
4.7,NA,NA,"resident","Suitable","sp3048"
NA,NA,NA,"resident","Suitable","sp3048"
NA,NA,NA,"resident","Suitable","sp3048"
2.1,NA,NA,"resident","Suitable","sp3049"
4.7,NA,NA,"resident","Suitable","sp3049"
1.6,NA,NA,"resident","Suitable","sp3050"
1.6,NA,NA,"resident","Suitable","sp3051"
1.6,NA,NA,"resident","Suitable","sp3052"
3.5,NA,NA,"resident","Suitable","sp3053"
4.7,NA,NA,"resident","Suitable","sp3053"
NA,NA,NA,"resident","Suitable","sp3053"
3.5,NA,NA,"resident","Suitable","sp3054"
1.6,NA,NA,"resident","Suitable","sp3055"
1.6,NA,NA,"resident","Suitable","sp3056"
1.6,NA,NA,"resident","Suitable","sp3057"
NA,NA,NA,"resident","Suitable","sp3057"
NA,NA,NA,"resident","Suitable","sp3057"
4.7,NA,NA,"resident","Suitable","sp3058"
NA,NA,NA,"resident","Suitable","sp3058"
1.6,NA,NA,"resident","Suitable","sp3059"
1.6,NA,NA,"resident","Suitable","sp3060"
1.6,NA,NA,"resident","Suitable","sp3061"
3.5,NA,NA,"resident","Suitable","sp3062"
NA,NA,NA,"resident","Suitable","sp3062"
1.6,NA,NA,"resident","Suitable","sp3063"
NA,NA,NA,"resident","Suitable","sp3063"
1.6,NA,NA,"resident","Suitable","sp3064"
3.5,NA,NA,"resident","Suitable","sp3065"
NA,NA,NA,"resident","Suitable","sp3065"
3.5,NA,NA,"resident","Suitable","sp3066"
1.6,NA,NA,"resident","Suitable","sp3067"
3.5,NA,NA,"resident","Suitable","sp3067"
4.7,NA,NA,"resident","Suitable","sp3067"
1.6,NA,NA,"resident","Suitable","sp3068"
2.1,NA,NA,"resident","Suitable","sp3068"
4.7,NA,NA,"resident","Suitable","sp3068"
NA,NA,NA,"resident","Suitable","sp3068"
NA,NA,NA,"resident","Suitable","sp3068"
1.6,NA,NA,"resident","Suitable","sp3069"
2.1,NA,NA,"resident","Suitable","sp3069"
4.7,NA,NA,"resident","Suitable","sp3069"
3.5,NA,NA,"resident","Suitable","sp3070"
NA,NA,NA,"resident","Suitable","sp3070"
3.5,NA,NA,"resident","Suitable","sp3071"
NA,NA,NA,"resident","Suitable","sp3071"
3.5,NA,NA,"resident","Suitable","sp3072"
1.6,NA,NA,"resident","Suitable","sp3073"
3.5,NA,NA,"resident","Suitable","sp3073"
NA,NA,NA,"resident","Suitable","sp3073"
NA,NA,NA,"resident","Suitable","sp3073"
1.6,NA,NA,"resident","Suitable","sp3074"
1.6,NA,NA,"resident","Suitable","sp3075"
1.6,NA,NA,"resident","Suitable","sp3076"
1.6,NA,NA,"resident","Suitable","sp3077"
1.6,NA,NA,"resident","Suitable","sp3078"
2.1,NA,NA,"resident","Suitable","sp3079"
NA,NA,NA,"resident","Suitable","sp3079"
1.6,NA,NA,"resident","Suitable","sp3080"
3.5,NA,NA,"resident","Suitable","sp3080"
NA,NA,NA,"resident","Suitable","sp3080"
1.6,NA,NA,"resident","Suitable","sp3081"
1.6,NA,NA,"resident","Suitable","sp3082"
1.6,NA,NA,"resident","Suitable","sp3083"
1.6,NA,NA,"resident","Suitable","sp3084"
NA,NA,NA,"resident","Suitable","sp3084"
2.1,NA,NA,"resident","Suitable","sp3085"
4.7,NA,NA,"resident","Suitable","sp3085"
NA,NA,NA,"resident","Suitable","sp3085"
2.1,NA,NA,"resident","Suitable","sp3086"
3.5,NA,NA,"resident","Suitable","sp3086"
4.7,NA,NA,"resident","Suitable","sp3086"
NA,NA,NA,"resident","Suitable","sp3086"
3.5,NA,NA,"resident","Suitable","sp3087"
NA,NA,NA,"resident","Suitable","sp3087"
1.6,NA,NA,"resident","Suitable","sp3088"
2.1,NA,NA,"resident","Suitable","sp3088"
NA,NA,NA,"resident","Suitable","sp3088"
NA,NA,NA,"resident","Suitable","sp3088"
NA,NA,NA,"resident","Suitable","sp3088"
1.6,NA,NA,"resident","Suitable","sp3089"
1.6,NA,NA,"resident","Suitable","sp3090"
3.5,NA,NA,"resident","Suitable","sp3090"
NA,NA,NA,"resident","Suitable","sp3090"
3.5,NA,NA,"resident","Suitable","sp3091"
NA,NA,NA,"resident","Suitable","sp3091"
NA,NA,NA,"resident","Suitable","sp3091"
2.1,NA,NA,"resident","Suitable","sp3092"
4.7,NA,NA,"resident","Suitable","sp3092"
3.5,NA,NA,"resident","Suitable","sp3093"
NA,NA,NA,"resident","Suitable","sp3094"
NA,NA,NA,"resident","Suitable","sp3094"
3.5,NA,NA,"resident","Suitable","sp3095"
1.6,NA,NA,"resident","Suitable","sp3096"
1.6,NA,NA,"resident","Suitable","sp3097"
2.1,NA,NA,"resident","Suitable","sp3097"
4.7,NA,NA,"resident","Suitable","sp3097"
2.1,NA,NA,"resident","Suitable","sp3098"
3.5,NA,NA,"resident","Suitable","sp3098"
4.7,NA,NA,"resident","Suitable","sp3098"
NA,NA,NA,"resident","Suitable","sp3098"
1.6,NA,NA,"resident","Suitable","sp3099"
1.6,NA,NA,"resident","Suitable","sp3100"
1.6,NA,NA,"resident","Suitable","sp3101"
3.5,NA,NA,"resident","Suitable","sp3101"
NA,NA,NA,"resident","Suitable","sp3101"
1.6,NA,NA,"resident","Suitable","sp3102"
1.6,NA,NA,"resident","Suitable","sp3103"
2.1,NA,NA,"resident","Suitable","sp3103"
4.7,NA,NA,"resident","Suitable","sp3103"
1.6,NA,NA,"resident","Suitable","sp3104"
4.7,NA,NA,"resident","Suitable","sp3105"
4.7,NA,NA,"resident","Suitable","sp3106"
NA,NA,NA,"resident","Suitable","sp3106"
NA,NA,NA,"resident","Suitable","sp3106"
1.6,NA,NA,"resident","Suitable","sp3107"
3.5,NA,NA,"resident","Suitable","sp3108"
NA,NA,NA,"resident","Suitable","sp3108"
1.6,NA,NA,"resident","Suitable","sp3109"
1.6,NA,NA,"resident","Suitable","sp3110"
1.6,NA,NA,"resident","Suitable","sp3111"
2.1,NA,NA,"resident","Suitable","sp3111"
4.7,NA,NA,"resident","Suitable","sp3111"
NA,NA,NA,"resident","Suitable","sp3111"
NA,NA,NA,"resident","Suitable","sp3111"
NA,NA,NA,"resident","Suitable","sp3111"
1.6,NA,NA,"resident","Suitable","sp3112"
1.6,NA,NA,"resident","Suitable","sp3113"
1.6,NA,NA,"resident","Suitable","sp3114"
3.5,NA,NA,"resident","Suitable","sp3115"
NA,NA,NA,"resident","Suitable","sp3115"
3.5,NA,NA,"resident","Suitable","sp3116"
NA,NA,NA,"resident","Suitable","sp3116"
1.6,NA,NA,"resident","Suitable","sp3117"
2.1,NA,NA,"resident","Suitable","sp3117"
4.7,NA,NA,"resident","Suitable","sp3117"
NA,NA,NA,"resident","Suitable","sp3117"
NA,NA,NA,"resident","Suitable","sp3117"
1.6,NA,NA,"resident","Suitable","sp3118"
4.7,NA,NA,"resident","Suitable","sp3118"
NA,NA,NA,"resident","Suitable","sp3118"
1.6,NA,NA,"resident","Suitable","sp3119"
3.5,NA,NA,"resident","Suitable","sp3120"
NA,NA,NA,"resident","Suitable","sp3120"
1.6,NA,NA,"resident","Suitable","sp3121"
3.5,NA,NA,"resident","Suitable","sp3122"
NA,NA,NA,"resident","Suitable","sp3122"
NA,NA,NA,"resident","Suitable","sp3123"
NA,NA,NA,"resident","Suitable","sp3123"
1.6,NA,NA,"resident","Suitable","sp3124"
1.6,NA,NA,"resident","Suitable","sp3125"
2.1,NA,NA,"resident","Suitable","sp3126"
4.7,NA,NA,"resident","Suitable","sp3126"
1.6,NA,NA,"resident","Suitable","sp3127"
4.7,NA,NA,"resident","Suitable","sp3127"
1.6,NA,NA,"resident","Suitable","sp3128"
4.7,NA,NA,"resident","Suitable","sp3128"
NA,NA,NA,"resident","Suitable","sp3128"
NA,NA,NA,"resident","Suitable","sp3128"
1.6,NA,NA,"resident","Suitable","sp3129"
1.6,NA,NA,"resident","Suitable","sp3130"
NA,NA,NA,"resident","Suitable","sp3130"
1.6,NA,NA,"resident","Suitable","sp3131"
1.6,NA,NA,"resident","Suitable","sp3132"
NA,NA,NA,"resident","Suitable","sp3132"
NA,NA,NA,"resident","Suitable","sp3132"
1.6,NA,NA,"resident","Suitable","sp3133"
1.6,NA,NA,"resident","Suitable","sp3134"
1.6,NA,NA,"resident","Suitable","sp3135"
1.6,NA,NA,"resident","Suitable","sp3136"
2.1,NA,NA,"resident","Suitable","sp3137"
1.6,NA,NA,"resident","Suitable","sp3138"
3.5,NA,NA,"resident","Suitable","sp3139"
NA,NA,NA,"resident","Suitable","sp3139"
1.6,NA,NA,"resident","Suitable","sp3140"
NA,NA,NA,"resident","Suitable","sp3140"
1.6,NA,NA,"resident","Suitable","sp3141"
3.5,NA,NA,"resident","Suitable","sp3142"
NA,NA,NA,"resident","Suitable","sp3142"
3.5,NA,NA,"resident","Suitable","sp3143"
NA,NA,NA,"resident","Suitable","sp3143"
1.6,NA,NA,"resident","Suitable","sp3144"
2.1,NA,NA,"resident","Suitable","sp3144"
3.5,NA,NA,"resident","Suitable","sp3144"
4.7,NA,NA,"resident","Suitable","sp3144"
NA,NA,NA,"resident","Suitable","sp3144"
NA,NA,NA,"resident","Suitable","sp3144"
1.6,NA,NA,"resident","Suitable","sp3145"
NA,NA,NA,"resident","Suitable","sp3145"
1.6,NA,NA,"resident","Suitable","sp3146"
1.6,NA,NA,"resident","Suitable","sp3147"
2.1,NA,NA,"resident","Suitable","sp3148"
4.7,NA,NA,"resident","Suitable","sp3148"
4.7,NA,NA,"resident","Suitable","sp3149"
NA,NA,NA,"resident","Suitable","sp3149"
1.6,NA,NA,"resident","Suitable","sp3150"
2.1,NA,NA,"resident","Suitable","sp3151"
4.7,NA,NA,"resident","Suitable","sp3151"
2.1,NA,NA,"resident","Suitable","sp3152"
4.7,NA,NA,"resident","Suitable","sp3152"
NA,NA,NA,"resident","Suitable","sp3152"
1.6,NA,NA,"resident","Suitable","sp3153"
3.5,NA,NA,"resident","Suitable","sp3153"
NA,NA,NA,"resident","Suitable","sp3153"
1.6,NA,NA,"resident","Suitable","sp3154"
1.5,NA,NA,"resident","Suitable","sp3155"
1.6,NA,NA,"resident","Suitable","sp3155"
4.7,NA,NA,"resident","Suitable","sp3155"
NA,NA,NA,"resident","Suitable","sp3155"
1.6,NA,NA,"resident","Suitable","sp3156"
2.1,NA,NA,"resident","Suitable","sp3157"
4.7,NA,NA,"resident","Suitable","sp3157"
3.5,NA,NA,"resident","Suitable","sp3158"
NA,NA,NA,"resident","Suitable","sp3158"
1.6,NA,NA,"resident","Suitable","sp3159"
1.6,NA,NA,"resident","Suitable","sp3160"
2.1,NA,NA,"resident","Suitable","sp3160"
NA,NA,NA,"resident","Suitable","sp3160"
3.5,NA,NA,"resident","Suitable","sp3161"
NA,NA,NA,"resident","Suitable","sp3161"
1.6,NA,NA,"resident","Suitable","sp3162"
NA,NA,NA,"resident","Suitable","sp3162"
NA,NA,NA,"resident","Suitable","sp3162"
1.6,NA,NA,"resident","Suitable","sp3163"
2.1,NA,NA,"resident","Suitable","sp3163"
4.7,NA,NA,"resident","Suitable","sp3163"
NA,NA,NA,"resident","Suitable","sp3163"
1.6,NA,NA,"resident","Suitable","sp3164"
1.5,NA,NA,"resident","Suitable","sp3165"
1.6,NA,NA,"resident","Suitable","sp3165"
2.1,NA,NA,"resident","Suitable","sp3165"
3.5,NA,NA,"resident","Suitable","sp3165"
4.7,NA,NA,"resident","Suitable","sp3165"
NA,NA,NA,"resident","Suitable","sp3165"
NA,NA,NA,"resident","Suitable","sp3165"
1.6,NA,NA,"resident","Suitable","sp3166"
2.1,NA,NA,"resident","Suitable","sp3166"
4.7,NA,NA,"resident","Suitable","sp3166"
NA,NA,NA,"resident","Suitable","sp3166"
NA,NA,NA,"resident","Suitable","sp3166"
NA,NA,NA,"resident","Suitable","sp3166"
1.6,NA,NA,"resident","Suitable","sp3167"
1.6,NA,NA,"resident","Suitable","sp3168"
3.5,NA,NA,"resident","Suitable","sp3169"
NA,NA,NA,"resident","Suitable","sp3169"
1.5,NA,NA,"resident","Suitable","sp3170"
1.6,NA,NA,"resident","Suitable","sp3170"
2.1,NA,NA,"resident","Suitable","sp3170"
3.5,NA,NA,"resident","Suitable","sp3170"
4.7,NA,NA,"resident","Suitable","sp3170"
NA,NA,NA,"resident","Suitable","sp3170"
NA,NA,NA,"resident","Suitable","sp3170"
NA,NA,NA,"resident","Suitable","sp3170"
NA,NA,NA,"resident","Suitable","sp3170"
1.6,NA,NA,"resident","Suitable","sp3171"
2.1,NA,NA,"resident","Suitable","sp3171"
4.7,NA,NA,"resident","Suitable","sp3171"
3.5,NA,NA,"resident","Suitable","sp3172"
NA,NA,NA,"resident","Suitable","sp3172"
1.6,NA,NA,"resident","Suitable","sp3173"
1.6,NA,NA,"resident","Suitable","sp3174"
2.1,NA,NA,"resident","Suitable","sp3174"
3.5,NA,NA,"resident","Suitable","sp3174"
NA,NA,NA,"resident","Suitable","sp3174"
1.6,NA,NA,"resident","Suitable","sp3175"
1.6,NA,NA,"resident","Suitable","sp3176"
1.6,NA,NA,"resident","Suitable","sp3177"
2.1,NA,NA,"resident","Suitable","sp3177"
1.6,NA,NA,"resident","Suitable","sp3178"
NA,NA,NA,"resident","Suitable","sp3178"
3.5,NA,NA,"resident","Suitable","sp3179"
NA,NA,NA,"resident","Suitable","sp3179"
1.6,NA,NA,"resident","Suitable","sp3180"
2.1,NA,NA,"resident","Suitable","sp3180"
3.5,NA,NA,"resident","Suitable","sp3180"
NA,NA,NA,"resident","Suitable","sp3180"
NA,NA,NA,"resident","Suitable","sp3180"
1.5,NA,NA,"resident","Suitable","sp3181"
1.6,NA,NA,"resident","Suitable","sp3181"
2.1,NA,NA,"resident","Suitable","sp3181"
NA,NA,NA,"resident","Suitable","sp3181"
1.5,NA,NA,"resident","Suitable","sp3182"
NA,NA,NA,"resident","Suitable","sp3182"
1.5,NA,NA,"resident","Suitable","sp3183"
1.6,NA,NA,"resident","Suitable","sp3183"
2.1,NA,NA,"resident","Suitable","sp3183"
3.5,NA,NA,"resident","Suitable","sp3183"
4.7,NA,NA,"resident","Suitable","sp3183"
NA,NA,NA,"resident","Suitable","sp3183"
NA,NA,NA,"resident","Suitable","sp3183"
NA,NA,NA,"resident","Suitable","sp3183"
1.6,NA,NA,"resident","Suitable","sp3184"
1.5,NA,NA,"resident","Suitable","sp3185"
1.6,NA,NA,"resident","Suitable","sp3185"
NA,NA,NA,"resident","Suitable","sp3185"
NA,NA,NA,"resident","Suitable","sp3185"
1.6,NA,NA,"resident","Suitable","sp3186"
1.6,NA,NA,"resident","Suitable","sp3187"
1.5,NA,NA,"resident","Suitable","sp3188"
1.6,NA,NA,"resident","Suitable","sp3188"
NA,NA,NA,"resident","Suitable","sp3188"
NA,NA,NA,"resident","Suitable","sp3188"
3.5,NA,NA,"resident","Suitable","sp3189"
NA,NA,NA,"resident","Suitable","sp3189"
NA,NA,NA,"resident","Suitable","sp3189"
4.7,NA,NA,"resident","Suitable","sp3190"
NA,NA,NA,"resident","Suitable","sp3190"
NA,NA,NA,"resident","Suitable","sp3191"
NA,NA,NA,"resident","Suitable","sp3191"
1.6,NA,NA,"resident","Suitable","sp3192"
2.1,NA,NA,"resident","Suitable","sp3192"
3.5,NA,NA,"resident","Suitable","sp3192"
NA,NA,NA,"resident","Suitable","sp3192"
NA,NA,NA,"resident","Suitable","sp3192"
2.1,NA,NA,"resident","Suitable","sp3193"
4.7,NA,NA,"resident","Suitable","sp3193"
2.1,NA,NA,"resident","Suitable","sp3194"
NA,NA,NA,"resident","Suitable","sp3194"
1.6,NA,NA,"resident","Suitable","sp3195"
2.1,NA,NA,"resident","Suitable","sp3195"
NA,NA,NA,"resident","Suitable","sp3195"
