"Redlist_id","TaxonomicNotes.value","classname","family","genus","infraType","infra_authority","infra_name","internal_taxon_id","kingdom","ordername","phylum","species","taxonomicAuthority"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Baillon, H.E. 1864. Adansonia,4: 268. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Euphorbiaceae","Jatropha",NA,NA,NA,"sp2263","Plantae","Malpighiales","Tracheophyta","ribifolia","(Pohl) Baill."
32981,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: VELLOZO, J.M. da C. 1798. Alogr. Alkalis,199. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores de 6–23 m de altura, monoica, caule fissurado, cinza, látex vermelho. Folhas alternadas, dispostas no ápice dos ramos, pecíolo 3,8–18,4 cm compr., 2 glandular apical; lâmina 10-35 cm, digitada, 5-7-foliolada; peciólulo 1,4–7,6 cm compr.; foliólulo 4-16 cm, elíptico,arredondado na base, acuminado no ápice, margem inteira, nervura pinada, tricomas simples densos na superfície abaxiale na superfície adaxial apenas na nervura central. Tirso apical, pedúnculo séssil até ca. 8,5 cm de comprimento, ramos secundários alternos e terciários composto por dicásios, bissexual; brácteas 3–10 × 0,5–3 mm, lanceolada, presente na base dos ramos secundários da inflorescência. Flor estaminada 5–8 × 2,5–4 mm, sépalas 5, 2–2,5 × 0,3–0,5 mm, cupular, lóbulo inconspícuo, menor que 0,5 mm compr., marrom, coberto por tricomas simples; pétalas 5, 4–5 × 1,2–1,8 mm, espatuladas, amarelo, coberto por tricomas simples em ambas as faces; estames 7–9, reunidos em um andróforo, dispostos em dois espirais. Flor pistilada 5-6,5× 3–4,5 mm, sépalas 5, 2–2,4 × 0,7–1 mm, cupular, lóbulo inconspícuo, menor que 0,5 mm compr., coberto por tricomas simples; pétalas5, 5,2–5,5 × 1,2–1,8 mm, livre, espatulado, amarelo claro a branco, coberto por tricomas simples em ambas as faces, ováriopubescente, 2 lóculos raros 3, um óvulo por lóculo; estiletes 2, bífido. Fruto lenhoso, 6-11 cm de diâmetro, oval, superfície marrom a enegrecida, indeiscente; semente 2 (–3), ca. 4 × 2,5 cm, lisa, lenhosa.","Magnoliopsida","Euphorbiaceae","Joannesia",NA,NA,NA,"sp2264","Plantae","Malpighiales","Tracheophyta","princeps","Vell."
160425180,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. bras.,vol. 11, part. 1, tab. 23. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvore pequena; 2-4 m de altura; 5-30 cm de diâmetro; ritidoma fendilhado. Folhas alternas; 4-5 x 2-3 cm; romboédricas com um espinho em cada ângulo; glabras; coriáceas; nervura primária conspícua, secundárias pouco visíveis; pecíolo curto, 0,5 cm. Inflorescências axilares; aglomerada; brácteas carnosas e pilosas na base. Flores perfeitas; 5 tépalas, deltoides, externamente pilosas; 5 lóbulos carnosos alternam com as tépalas; 5 estames, opostos, livres, filetes curtos, anteras tetraesporangiadas; ovário ínfero, unilocular, estilete curto, stigma peltado com margem ondulada. Fruto cápsula drupácea; 1,5-2 cm de diâmetro; superfície rugosa e pilosa, dividida em 5 partes que se desprendem quando maduro, vermelha; 5 lóbulos carnosos cobrem a semente, brancos; endocarpo lenhoso, preto.","Magnoliopsida","Santalaceae","Jodina",NA,NA,NA,"sp2265","Plantae","Santalales","Tracheophyta","rhombifolia","(Hook. & Arn.) Reissek"
119849970,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Lindau, G. 1895. Nat. Pflanzenfam. [Engler & Prantl],4(3b): 350. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Acanthaceae","Justicia",NA,NA,NA,"sp2266","Plantae","Lamiales","Tracheophyta","aequilabris","(Nees) Lindau"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: DC. 1836. Prodromus Systematis Naturalis Regni Vegetabilis,5:168.|R.M. King & H. Rob. 1980. Phytologia,47:257. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Kaunia",NA,NA,NA,"sp2267","Plantae","Asterales","Tracheophyta","rufescens","(Lund ex DC.) R.M. King"
177835523,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Oliveira, C.T. et al. 2011. Kew Bulletin,66:143. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rubiaceae","Kerianthera",NA,NA,NA,"sp2268","Plantae","Gentianales","Tracheophyta","longiflora","Zappi & C.T. Oliveira"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 61. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2269","Plantae","Malpighiales","Tracheophyta","albopunctata","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1987. Bradea,4: 337-344. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2270","Plantae","Malpighiales","Tracheophyta","altissima","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Kew Bulletin,39 (4): 729-740. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2271","Plantae","Malpighiales","Tracheophyta","appariciana","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Gomes, M. 2012. Rodriguésia,63(4): 1157-1163. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2272","Plantae","Malpighiales","Tracheophyta","aureovinosa","M. Gomes"
163468909,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1987. Kew Bull.,42: 221-230. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: pelo pecíolo mais longo.","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2273","Plantae","Malpighiales","Tracheophyta","bifaria","Saddi"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Flora 8(1): 30–31, 1825. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Apresenta sépalas externas menores e sépalas internas maiores (vs. todas as sépalas de tamanhos distintos).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2274","Plantae","Malpighiales","Tracheophyta","coriacea","Mart. & Zucc."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Flora 8: 31, 1825. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2275","Plantae","Malpighiales","Tracheophyta","corymbosa","Mart. & Zucc."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Kew Bull.,39(4): 732. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2276","Plantae","Malpighiales","Tracheophyta","cuspidata","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2277","Plantae","Malpighiales","Tracheophyta","decipiens","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2278","Plantae","Malpighiales","Tracheophyta","divergens","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Bradea,4(5): 28-30. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2279","Plantae","Malpighiales","Tracheophyta","elata","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cambessèdes, J. 1828. Fl. bras. merid.,1: 308. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2280","Plantae","Malpighiales","Tracheophyta","excelsa","Cambess."
163480288,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Santos, A. P. B., Trad, R. J., Espírito Santo, F. S., Amaral, M. C. E. & Rapini, A. 2015. Phytotaxa,221 (3): 288–294. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2281","Plantae","Malpighiales","Tracheophyta","ferruginosa","A.P.B.Santos & R.J.Trad"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Wawra 1886. Fl. bras.,12(1):308. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2282","Plantae","Malpighiales","Tracheophyta","gracilis","Wawra"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Kew Bull. 39(1): 140, 1984. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2283","Plantae","Malpighiales","Tracheophyta","grandiflora","(Wawra) Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Espécie distinta de K. gracilis pelo ápice arredondado das sépalas (vs. agudo e apiculado).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2284","Plantae","Malpighiales","Tracheophyta","insignis","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1987. Bradea,42: 221-230. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Espécie que apresenta ramos descamando em fragmentos&nbsp; ).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2285","Plantae","Malpighiales","Tracheophyta","itacarensis","Saddi"
149214102,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1987. Kew Bulletin,42: 221-230. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2286","Plantae","Malpighiales","Tracheophyta","lathrophyton","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Kew Bull.,39 (4): 729-740. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Espécie que apresenta ramos descamando em fragmentos enegrecidos (vs. fragmentos alaranjados a amarronzados em&nbsp; ).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2287","Plantae","Malpighiales","Tracheophyta","marauensis","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Casaretto, G. 1842. Nov. Stirp. Bras. Dec.,4: 39. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2288","Plantae","Malpighiales","Tracheophyta","membranacea","Casar."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Kew Bull.,39 (4): 729-740. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2289","Plantae","Malpighiales","Tracheophyta","neglecta","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cambessèdes in Saint-Hilaire 1828. Fl. bras. merid.,1: 306. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2290","Plantae","Malpighiales","Tracheophyta","neriifolia","Cambess."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2291","Plantae","Malpighiales","Tracheophyta","occhioniana","Saddi"
149203758,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: C.P.F. von Martius 1825. Flora,1 (2): 30. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: pelo comprimento dos mesmos.","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2292","Plantae","Malpighiales","Tracheophyta","petiolaris","Mart. & Zucc."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Bradea,4(5): 28-30. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: pelo tamanho da inflorescência (congesta e menor em ).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2293","Plantae","Malpighiales","Tracheophyta","reticulata","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2294","Plantae","Malpighiales","Tracheophyta","rizziniana","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: C.P.F. von Martius 1825. Flora,1(2):30. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: K. rubriflora &nbsp;pelo ápice das sépalas arredondado (vs. agudo).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2295","Plantae","Malpighiales","Tracheophyta","rosea","Mart. & Zucc."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cambessèdes in Saint-Hilaire 1828. Fl. bras. merid.,1: 305. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: &nbsp;pelo ápice agudo das sépalas (vs. arredondado).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2296","Plantae","Malpighiales","Tracheophyta","rubriflora","Cambess."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2297","Plantae","Malpighiales","Tracheophyta","rufotomentosa","Saddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Choisy, J.D. 1855. Mem. Soc. Phys. Hist. nat. Geneve,14: 163. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2298","Plantae","Malpighiales","Tracheophyta","rugosa","Choisy"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Duarte, A.P. 1973. Arch. Jard. Bot. Rio de Janeiro,19: 217. fig. 222. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: A adicionar!.","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2299","Plantae","Malpighiales","Tracheophyta","rupestris","Duarte"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saddi, N. 1984. Rodriguésia,36(60): 59-64. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: A adicionar!.","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2300","Plantae","Malpighiales","Tracheophyta","sigillata","Saddi"
148759711,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cambessèdes, J. 1828. Fl. bras. merid.,1: 308. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2301","Plantae","Malpighiales","Tracheophyta","tomentosa","Cambess."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Flora,1(2):31,1825. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Calophyllaceae","Kielmeyera",NA,NA,NA,"sp2302","Plantae","Malpighiales","Tracheophyta","variabilis","Mart. & Zucc."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Humboldt, F.W.H., Bonpland, A.J.A. & Kunth, .S. 1820. Nova Genera et Species Plantarum (quarto ed.),4: 99. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Koanophyllon",NA,NA,NA,"sp2303","Plantae","Asterales","Tracheophyta","solidaginoides","(Kunth) R.M.King & H.Rob."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Arruda da Cámara, M. 1816. Travels in Brazil,495–496. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Koanophyllon",NA,NA,NA,"sp2304","Plantae","Asterales","Tracheophyta","tinctorium","Arruda ex H.Kost."
163489301,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fiaschi & Groppo 2008. Bot. J. Linn. Soc.,157(1): 104-105. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Achariaceae","Kuhlmanniodendron",NA,NA,NA,"sp2305","Plantae","Malpighiales","Tracheophyta","apterocarpum","(Kuhlm.) Fiaschi & Groppo"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: M. Groppo, B.S.G. Favaretto, C.I. Silva, J.G. Paixão & P. Fiaschi - A New species of Kuhlmanniodendron (Lindackerueae, Achariaceae) from Eastern Brazil and the Systematic Position of the genus in Achariaceae 2013. Systematic Botany,38(1): 162-171. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Achariaceae","Kuhlmanniodendron",NA,NA,NA,"sp2306","Plantae","Malpighiales","Tracheophyta","macrocarpum","Groppo, Favaretto & Fiaschi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Arq. Inst. Biol. Veg.,4: 62,1938. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rubiaceae","Kutchubaea",NA,NA,NA,"sp2307","Plantae","Gentianales","Tracheophyta","palustris","Ducke"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Ribeiro, P.G. et al. 2018. Taxon,67(1): 37–54. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Lachesiodendron",NA,NA,NA,"sp2308","Plantae","Fabales","Tracheophyta","viridiflorum","(Kunth) P.G. Ribeiro, L.P. Queiroz & Luckow"
176094643,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Bull. New York Bot. Gard. 4(14): 447, 1907. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lacistemataceae","Lacistema",NA,NA,NA,"sp2309","Plantae","Malpighiales","Tracheophyta","aggregatum","(P.J.Bergius) Rusby"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Bull. Herb. Boissier, sér. 2, 3: 394, 1903. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lacistemataceae","Lacistema",NA,NA,NA,"sp2310","Plantae","Malpighiales","Tracheophyta","hasslerianum","Chodat"
35580,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Fl. Bras. 4(1): 282, pl. 79, 81, f. 5, 1857. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lacistemataceae","Lacistema",NA,NA,NA,"sp2311","Plantae","Malpighiales","Tracheophyta","lucidum","Schnizl."
149211455,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Nov. Gen. Sp. Pl. 1: 155, pl. 94, 1824. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lacistemataceae","Lacistema",NA,NA,NA,"sp2312","Plantae","Malpighiales","Tracheophyta","pubescens","Mart."
35581,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Fl. Bras. 4(1): 281, pl. 77, 1857. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lacistemataceae","Lacistema",NA,NA,NA,"sp2313","Plantae","Malpighiales","Tracheophyta","robustum","Schnizl."
177797170,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Nov. Gen. Sp. Pl. 1: 156, pl. 95, 1824. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lacistemataceae","Lacistema",NA,NA,NA,"sp2314","Plantae","Malpighiales","Tracheophyta","serrulatum","Mart."
179303141,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Lloydia 7(4): 292, 1944 [1945]. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Apocynaceae","Lacmellea",NA,NA,NA,"sp2315","Plantae","Gentianales","Tracheophyta","aculeata","(Ducke) Monach."
177790767,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Rev. bras. bot.,30(2): 206-208,2007. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Apocynaceae","Lacmellea",NA,NA,NA,"sp2316","Plantae","Gentianales","Tracheophyta","bahiensis","J.F.Morales"
177790648,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Notizbl. Bot. Gart. Berlin-Dahlem 15(4): 623, 1941. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Apocynaceae","Lacmellea",NA,NA,NA,"sp2317","Plantae","Gentianales","Tracheophyta","pauciflora","(Kuhlm.) Markgr."
